"COMID"
23251191
4509120
4509202
4529107
8467237
8467229
8520739
8520575
8520755
8540027
8575739
8608363
8607875
8724077
8725653
8674429
8674473
8693517
8780571
8777381
8777649
8778363
8777373
933020162
8783643
8784415
8786045
11573494
8890056
8890896
8890700
8895436
8893140
8894150
8897336
8842705
9202131
9203219
9202709
9202911
9754776
9755380
9733402
9731476
9731486
9731260
9731488
9731284
9731286
9731292
9731494
9737012
9737014
12034961
9699821
9700081
9692762
9692468
9865840
9868300
9868430
6270496
11749667
11736115
11738111
6276039
6278079
6278461
22720339
6333690
6334112
6333794
6339430
6330976
6331014
6335902
6340800
2044625
2047971
2048083
3285980
3289600
6415488
6413164
12193270
6497138
22035157
21712732
21655412
18565189
22161598
22152669
22152545
19490270
19736561
19735407
19730552
19720831
6333958
21177172
11819177
11819393
11819311
11819349
24287296
23989249
23990457
24288106
23989045
23989205
23977958
23977850
23977932
23989199
23989151
23989405
23981471
24538102
24538362
24538280
24538142
23970867
24538096
24538278
23977824
24538384
24538374
24538338
23978148
23970907
947110254
24538476
23786313
23792099
23773499
23792611
23762873
23791469
23773553
23763697
23773601
23763901
23763969
23809036
23791477
23815066
23800956
23809580
23796555
23809720
23805130
23800692
23797013
23736319
24243379
23736397
23850681
23736555
23737045
24538210
23956556
23956542
24270338
24535022
24534444
23990053
23970845
24274891
24279104
23977614
23990221
24538130
23955786
23398885
23398851
23398831
23399371
23400041
23398599
23398375
1748611
6105951
7690043
10102844
6716129
1529693
1529721
1528161
1529541
1529719
1529751
1529807
1529977
1530241
1530529
1531919
1532253
14917767
4499256
12162520
12163794
18865370
21012349
10125204
20983869
21515712
22082845
3646540
3645992
15890430
22428278
5926470
20451460
21036819
20081368
22077841
11735181
15808733
6245974
1945943
17405525
5944581
7328670
5265128
8144508
6249688
8391150
17298454
17421362
5895084
3142124
8144108
1440185
4581730
2583245
560591
673110
7264087
10220080
10125504
16214278
1260147
3134061
14704844
6873479
2388184
13748636
13136851
14665083
949511
1293160
4049340
934978
11699220
188341
4577370
5109024
6489324
16223373
12952968
10161818
5955739
678913
2333153
19392482
22271200
904060095
3819373
7698286
15382121
5239022
6496832
16249095
10395905
3883028
5814271
12242058
9008083
22274544
21657616
2441760
15365359
23866160
17876523
17906861
15382793
14571158
4599835
4599843
11800649
15588442
4651344
18841300
3251801
5266018
12641653
10807699
2087257
3643460
21850289
430066
14552817
10809609
18509814
12744915
21850625
1285939
23287337
9857897
941050061
10161500
4571103
8538335
7746433
12744693
18208576
5312442
20906127
10848476
10807861
18715310
5847944
7140750
23737725
23335288
13437763
5312032
19567812
8392364
15637233
17422870
23744510
4652076
16247407
18671468
23284583
249354
11173797
16249437
167484526
941030323
532475
13633699
13323776
9017535
19053254
14519767
941050068
20493415
16031766
16032144
12730415
10102618
5654694
7751684
22050309
14396300
17456451
2888850
21351925
16215000
11136416
8920063
2047853
16032104
8110593
2898065
9019367
5656432
4363976
7717144
4651112
6129713
6339478
21996574
9514786
12617812
4061394
17497463
9315937
23442333
17495693
4481337
15968351
18276277
15466515
16056306
14492810
8064197
13054236
536817
8063401
15961724
9846333
10785790
1276500
12017636
6847893
629419
7264455
8257773
744481
6039720
11207682
5454284
372489
6083645
7713500
15476127
19017115
12416635
9203155
21859990
16213022
13152261
1238033
21622337
15409573
1321066
15513540
8127337
13106121
15610394
21145532
6978862
18449963
20584904
6946384
13376601
12944416
9555701
13133075
15587066
6621012
3640646
10082018
5040296
18272128
3923077
21832339
7016041
16247307
23824671
13085433
10080598
15604632
4388147
5588654
9747198
8679041
12420367
21517040
14400524
22226990
536493
18450053
2166189
22476709
9512682
10968697
8317019
15514366
6083515
18507728
6620226
5215271
24208825
10749941
23198924
12420343
19618788
4989017
5136643
5670977
18461740
12517292
3485741
22034461
15449228
21872621
21872365
10603148
7005664
13618911
15449762
11915745
23607156
6128361
10209551
229537
5915539
15449158
6010694
5157447
13295336
17398607
6598104
14443488
7584587
16014002
17262053
14818959
3730121
17483621
19210063
18470758
3710332
6794143
22306077
16014428
15595311
22699450
5366525
13565216
3727725
6789881
17287521
4252746
21978087
11939859
5358816
5157321
15588508
5165799
18519555
13772620
21978957
13082103
2268127
21974619
16214516
8894242
10102132
10294286
6140906
3536209
3906449
5424215
13195528
4167508
16237293
3293954
10205709
3379515
5108966
1839089
10565058
10103730
590048
5279658
1234509
18865644
13189042
10907263
10597422
4138000
6177838
10102110
4877993
4217084
13785376
11759618
11760478
1152235
3702342
9512852
9573185
10597376
7015549
23284453
7222166
10339506
2252747
238848
4111644
10902959
11621252
24478893
3896193
4452826
9419893
9799436
24460308
19157738
10511250
505098
19959830
23267402
8028376
22746575
22701774
9355546
705416
8989996
6083595
13106099
455918
8988234
8524185
2387876
22024662
4573773
24126623
10285898
2769334
2353858
6730555
10187050
14127185
8074582
15560971
3407423
12025598
7347781
15539033
4064180
19017119
23760158
12695420
14708686
14707622
4765030
15950196
15950892
8111939
430440
11959884
18879960
12618528
14768570
5576097
12556972
11828858
11774535
4362804
8145290
15539919
23753122
8915047
20275095
13411586
6582036
15549149
11898062
4033256
2967198
24432257
24432227
18841258
13137685
24432493
23131092
24293784
10924259
8020478
9554777
23503540
5924042
3539659
3467441
7700772
11808920
2455266
4315148
23134089
16161022
4222346
23997798
3472557
1862918
2464161
11807676
2462767
8110773
15582359
4198436
21012059
20078232
7712952
12419065
6443440
6907937
5489923
15083581
24423157
6730079
4195788
6885954
4558716
13096776
24438964
9422613
10433310
23156058
8719435
9512686
23031908
9753448
13624709
18949889
8969698
22744725
6128759
9327030
19153391
19730000
10219360
16015874
12144808
11622202
8127341
23053043
9840116
13638525
3246384
4463256
13192418
21796393
1798965
1052389
2578249
5077952
4112716
6128199
15824511
4508862
5753572
21655990
2268557
5785441
23470810
5728831
2649208
24075311
4638061
21455470
9125908
21456500
17034603
2208972
6139978
3247472
6185962
9036375
9772755
7501248
5995420
3366514
20891997
6140756
6200068
6809786
9311627
1320886
1453605
19933559
10961022
14727990
7709926
10092062
6290121
15819749
6778513
15932923
21322721
21355745
2135268
2157160
20044518
13766755
1409141
20803309
20044804
897081
20818228
17865334
19983940
18118648
22421022
17836894
18257479
16729474
16683323
2134118
18133662
20815178
13700209
18196255
20045390
1520241
1978632
10853441
11700806
14033937
18195585
20050769
20045304
18264667
20065177
2400367
18604722
10024050
10655637
18600394
20024071
10024662
13859134
17957057
5702269
16659143
17811970
60486
17723440
17844120
5544086
6267820
14992289
1668187
17808640
1305645
6497212
20152201
6026378
16224291
19165707
3922231
3910469
22047753
21849911
19957412
309175
9095316
5459476
21309101
15145788
20196232
17066926
16237481
1530127
4737583
7371791
15783434
19320787
13309249
16237233
10218842
16837810
13210832
19335069
5457870
8127031
791038
17877889
18771068
19416715
13313051
18767456
6591804
9315895
20181637
3276991
4900971
6590816
4637909
11338977
390116
20168906
10537804
23413133
8447702
6129733
21859664
14490688
6068868
592260
8450524
4994323
12297016
3211095
21850637
16156778
9533283
2461733
9699785
4593055
6083869
19454971
6764058
8392262
9787422
11550528
1231319
9789690
5712857
6928194
22441142
3181220
4573745
16073406
3370218
11750627
10338064
8058193
5717770
19206625
9315981
15701805
4946025
24296566
21785266
14518907
17393170
10312346
4197434
13869146
13566290
20180529
14552381
19292832
7155962
17405539
23198360
22193032
7872249
2214044
22194260
391658
23360443
22221657
380740
10147339
19919742
4651342
17261705
15687155
14624806
1654787
3231845
536159
4548556
13396357
20288196
3232013
1755010
14472623
11714577
12516168
16126345
17234646
21534296
1254232
7111241
3626797
19062896
1623295
12289062
1543353
16127697
4651394
21534086
1623065
1254054
10744456
2924379
17053944
2739366
6185902
3199328
19095613
17340185
19110480
12289552
804379
17906257
9269236
496338
23915551
11729782
22740695
23254623
1260385
14682334
22226634
17285857
12104406
16126231
9692570
17309540
23894328
23902339
5453908
1259243
18974825
4289195
18984636
1169814
3246788
22938012
13360230
10772018
16235847
3809557
19108310
5372841
4063666
9734096
13357728
5380340
5372715
5140475
21833913
21831311
6162927
12897042
14102303
7485744
14112932
22430672
18302488
14199409
12038103
6268208
12320303
4452078
14242874
19546610
8257759
12325673
197391
2016562
14785985
12323087
5453436
11980969
5276000
12845456
4390553
7717170
9594562
1077709
15968121
17495937
19531274
19594326
8246442
18383843
9388471
5479033
7609839
12463086
7158378
16222589
6109107
9573743
3020044
12995704
3011769
6068064
9376726
5559270
11049384
4651956
7415954
9569539
5377882
10607322
22977664
16248137
8265420
7961193
16031368
23551198
6695946
629877
1150509
5108706
19349585
14834875
4265858
9373374
11655286
11673058
2557043
6128613
19722605
12913633
12599095
4988773
6675658
4084278
23046291
4020559
22541202
19180396
22132893
23504010
947060070
6097177
24438848
24479245
22178670
22143538
13392271
21861506
8467041
8551281
16067413
2874983
24357677
3808057
3194360
12536674
17512368
1813151
6820782
7257277
5769763
9244000
9305750
14415343
10079726
12587765
7185966
20182043
6884076
2964368
7297360
19744590
19487054
18490272
8392374
4481191
21861372
16071528
8520617
13970204
7186282
16159728
23706304
13433627
4782173
1631151
13739749
9313025
12770867
16095883
16157400
11673248
11655378
6711879
6910095
11985545
18392768
14399396
16073476
11645369
13467628
3320216
23623942
10381807
9593514
10817822
6744958
22901718
1292128
947070128
24383825
24164073
4428877
2600155
7880802
18439262
4868859
5876091
6146943
12493301
4290431
18482604
9406116
6128763
23945915
5761713
8476388
18476809
12103916
11687550
8440243
2891332
13632113
18475257
7702322
23872825
1814823
1042471
11908386
19958232
19110518
24282282
18657884
8651714
24320912
8695255
4546082
12998878
19549306
16211866
22162564
18503969
19157986
8152251
1815121
5247256
8145244
12376693
1711188
1711168
21860466
18489642
9514774
16076090
1022226
11866418
24460270
11514025
3594888
8027284
16236549
4779715
10349320
10026504
3323202
9781759
1814539
23543184
11689106
6501564
5453278
20495051
23149070
1713102
6140288
10337828
18498654
6088661
12925551
23428648
23671143
23671695
8870790
11573174
10526569
19677345
19743320
19489854
9128028
9747274
7480682
13546725
16101059
5441900
16100977
17391429
536075
21124717
3561782
7446463
22192986
5057165
7057561
4858627
15998932
14978
17482319
4081850
6978836
3729225
21249994
4653422
4651294
10693689
23335952
23198686
11187793
10774418
11206810
11851079
11139018
23287029
10762675
11135436
11227624
24528218
23824881
24207875
23889622
23876833
23785691
22226490
3262587
5312628
3175206
191839
934818
18278757
191819
1595563
1837075
4577670
5511974
5778961
5523904
5588716
18461820
3984064
18498560
15672757
13437933
12264588
13311083
3701598
14621764
6947598
7017203
3701696
13210986
22475927
2500595
13325132
13312105
22252143
5137309
12116572
937010765
22702780
7764647
7805589
15236258
21923571
896637
6494660
6498060
6603368
11909178
22337801
14363934
8431624
4264568
4222526
24319374
12620920
12416793
12605829
12444631
2587891
6245648
9513050
4595083
9331392
9332538
4592867
6742014
9331302
7470320
5867107
15455920
22026450
9521357
15466705
6212224
21977225
7700796
1701588
4287419
5845376
3323290
5194912
720058
816563
4288323
11550378
16074364
16097365
21831539
5458404
21832875
14396444
940130676
16096497
16187292
16095563
11530735
12583589
22592131
15022523
8922673
359295
8914957
8315767
2810225
11473840
14414979
14156586
14569800
16235901
16203718
14172567
14145293
16224157
14569798
16246991
21861500
16213846
16235093
16248881
14482496
14439196
16223619
16247357
14682348
14518643
16214196
16223641
14567692
16203260
17431128
19043411
16068263
16051700
17825906
17844562
20059534
17015697
20025279
17864758
20853647
20031695
13585476
5089716
11866612
21160591
3414090
3387233
5377694
5377516
2521584
7913960
3199234
4876421
666156
3906307
6667869
15594599
8546607
8550019
8526555
1088175
8572603
6908415
8625173
14640373
8490226
1492208
5757682
1165033
4577592
4590501
23081454
8088885
2604777
4725099
8145208
19388310
5217151
15363363
9858973
15401056
5212175
11883580
14643159
19754221
19516944
19488822
19594674
19516176
19484892
22540552
24242137
23097070
2509085
5057167
3703114
7371325
2333107
5108252
5155983
7390081
3077713
21357181
4997861
5104956
745529
7522059
7446467
16100983
16068221
19080501
4020363
24177529
23284675
23283585
23196240
24159945
12520543
16248969
12462696
16213090
2888730
19645438
18466372
18474767
19349145
19369742
7802359
7629788
7763911
7817572
21920301
7827470
538279
5262424
559903
535655
14569240
21848339
21533134
21066552
21027224
21223919
14521095
3473045
12021208
9019417
6859814
6860660
15706711
15739485
12656405
9305368
13882602
3596702
13605756
13779346
20097533
18849532
7328214
18950597
8450552
8448708
5507060
4989371
5814335
18153541
19108136
5106052
5814351
4385383
5813807
5107966
22256099
16224233
22220811
4592789
6084005
8074570
16248681
21105213
12714092
16160118
16129753
12716022
18000620
19185246
15786502
15760820
17992658
8991744
8990106
6090151
934802
2509093
17227243
6606874
13337524
19208427
11689720
11908456
4529611
16237291
16247079
21324283
14415611
21655478
22203253
18670272
22202275
18645468
3296412
997576
7561231
2210614
22704848
22273974
21659936
18208384
3111333
8391054
9406026
8074348
6966717
3595876
18914747
20929148
21160905
21250356
19053476
22441494
21754872
21397197
20691942
19052620
941140090
13015417
12121694
12942280
11946917
13182966
12944626
11930056
6828549
12220680
18178539
18150627
19186036
18178517
12221576
8392514
9326354
21389162
20495087
21753962
7627960
9442093
6249718
17899337
938954
4573941
14434593
14471765
9789358
14469235
14569306
21849625
3667388
14318887
7817214
7751690
21956030
19303067
22003532
3678506
7549955
19341643
19338391
7602197
7806555
771618
7789884
7769717
19949390
1542317
17914871
11831762
11915987
22475251
7242803
14622076
7262741
17398351
18805361
7265679
11649603
7292800
7264485
17309896
18829939
17416724
19081383
16030840
13755091
19957398
417933
21098935
7584563
691121
6026292
5265202
6030980
3134439
557545
21002327
6041402
19957658
6027780
20773710
21453030
21676928
3266040
10902785
5365599
24469910
12801540
22107445
5335753
9388321
22108593
12794099
12803838
9799230
8285292
8271877
1669885
361533
21609805
8232508
7994263
8272561
22966476
12325961
940100041
4263696
12376365
12326031
12418111
7755260
15738775
15736735
23865256
23860765
24256029
4548968
19416969
8433546
3769456
19321977
8432342
3964502
6934984
8436674
19292644
2930839
4636657
1936544
10358532
1823482
2091483
11879846
488300
2091805
11627991
886033
4004698
10157463
10564488
10186500
5453070
5457574
14536022
14375983
11549330
11513217
9790364
16175464
20180467
21849733
9555769
14399470
14398448
21851495
9554991
940120175
16126465
17533401
5457942
11547314
6888570
13770194
24249204
455266
11622426
12303825
12418069
8125623
10926555
9054929
4736927
8448244
4185971
8088637
4150388
4689735
18886284
18886144
2997150
6162915
13133941
1796805
13104315
14729764
14709602
12979815
14768166
13410120
6817998
9034609
13291194
13098350
13122026
1798349
14728444
14702626
2454082
13395797
14727088
9029455
13079955
1815835
13344838
12992009
13296756
13451574
6789381
11966625
1200162
4884949
3910709
3504569
10276016
7888118
3379335
1399814
1393007
3276941
3277521
3278555
6268432
166739856
9071892
10553504
3378763
1278566
1157301
1479409
5656286
332914
10644199
8330482
5702227
5772121
3158041
1519949
2028883
2361644
1769706
4802914
22237188
22325787
7027409
2363500
434558
453500
7165736
2440956
7057531
7057651
9398746
4798208
7177338
7710162
22540320
14207084
19578537
14238614
5881749
6118820
1766972
7069573
2649170
22192952
2629350
9251164
19485900
22160766
19674643
11238783
9252566
9202847
9203057
15232632
7672720
22699488
22698076
7653039
9202829
9252222
22160112
9201463
10512180
8895876
8895384
8816273
9109734
10976775
23857013
9513874
7803971
17435834
17900359
1337218
2899453
1425804
8112389
8126751
4699097
4699831
190407
15539781
21983871
15431016
15604210
19453615
15419919
5216445
9860587
24026308
24219761
23713960
23815284
23681167
24219829
23815040
8743673
8671625
8549713
8693267
10065867
8649760
8744415
9629719
9896820
16906249
2161736
1056999
6444138
9975479
14456559
9944872
9911585
2042993
2040789
19697821
15821607
2244411
16663041
896515
2293018
10988927
20735483
23074337
4533709
4780787
5290219
14599549
10350732
3379019
3381489
18369694
7717204
21769803
13426309
21002191
13098216
1873861
629821
682305
11701124
18884900
3885568
21149342
13020043
13570771
15634281
20078226
6090207
166161614
20343321
13296672
4546574
6935564
13027455
21026194
11177693
8422810
10668625
17399579
13193696
8423020
14762341
18792702
15075306
4915882
13745976
24125451
21176498
3432386
557579
678891
9792162
6249962
904080072
8782543
14668341
3291252
19971210
7713066
13359062
13526474
13058004
400170
4651360
17533025
10750115
23102054
14267948
20906601
23100328
24383953
13016059
6093451
13868490
3729355
10208781
13294248
23865418
23864908
23844773
23845179
23875969
6119046
6119006
9343441
6141074
24227999
6118868
21656490
2276031
10763691
21848073
618460
6844365
10819298
24505412
11549378
4651122
6817868
5719110
3746118
23320074
20265517
6128249
11966571
12261488
11808346
5089422
746921
4780831
16963139
4481865
16101871
16658683
6177650
11750511
13434343
11830010
9273316
9006577
18488450
664578
9273060
5092354
21161261
23158094
13637389
14610710
14934
22720329
10312702
346783
22288221
19040711
7869253
8349849
2087075
19080667
6129253
14838465
7871553
13032027
6129681
22720451
1532153
6140322
3923075
951583
3669198
1422686
4587212
12669206
23543688
23598669
6082781
5878585
6162461
9737078
1874023
6772157
3436594
11905674
18383311
708022
4023397
12173626
630087
4763132
15306551
7717522
629779
21457368
8974046
4586458
4599757
7765651
9027229
9031331
6140034
7842813
2900003
22220399
13626319
22153059
9555693
6251128
8077064
11645257
191411
19735113
6885276
7415824
12997942
13153689
12010694
5373315
12175630
4651562
5372569
13289844
6084477
7888216
12194156
22104167
7444959
18852508
13598253
18445188
13227772
17887816
943010102
5440754
18443918
12258234
3768684
17533209
14552529
17887798
9049881
11747949
19454003
4868597
3715934
6128591
17476601
7700398
16014138
9594112
947137
5844866
12010372
19388962
9003745
16126189
6844193
9752348
19388538
4460768
13008982
1087261
8972536
13177349
14682306
9036487
6809788
19645322
198377
5157125
7622054
12960373
2255257
9388875
9387605
12503351
5232388
3484039
19185788
18579149
13635807
7600755
15779336
1947779
12027134
10432086
7700864
18645528
6202726
4533783
18301696
18302986
22249731
2530425
3809737
2983820
13654134
2501251
2000198
13350290
8479262
18771692
8144470
2261623
19751441
21125133
21124865
19998904
606891
10894059
20050827
20051423
5747688
20850839
20804867
20817728
3210725
943040126
267163
266295
10629917
19971926
317879
13766457
21124683
2305271
20065813
20064987
287743
20059852
9684206
10102464
7110717
14034521
7088469
415455
5633607
10109453
6202920
6560947
6201848
1750535
4940397
17450265
4576576
556903
16056192
1779354
3366652
17483099
21047474
20759078
16068323
4942323
10583469
14206620
17483387
3485519
4577900
16129599
3350155
22563072
17475541
5714801
19549128
5414205
10902859
4594473
948020307
4151220
8762299
2386814
7164382
11645495
12027304
7087735
21002161
22022004
16211536
19335079
8287522
4558812
19957080
2161770
23659414
11952111
4621926
22159496
13311583
455598
17534365
2617016
6795139
1814859
4973237
14185322
21622353
12121804
13755997
9406190
22474819
21014773
6148903
22105371
19618510
19043217
6789919
12897994
19093317
10117298
3649438
1863288
23156214
23185149
709026
23284603
23360455
2187701
12186595
6729835
5761355
5757136
14125541
9407794
7327892
6571952
886365
4651178
4519504
14277628
484584
5478955
5511158
18403593
13207778
747521
8150969
15433608
11846175
1305945
5575011
23414009
2721295
2388048
481956
21860490
2276801
2276751
18591810
22201183
11907780
22327933
9314071
20183633
9436607
6263212
10274528
13424759
1158893
946050165
1475505
6712069
15467001
16224159
4064246
918071
3320266
6030354
11852703
918115
20078274
9521247
916523
16030738
22226522
4797318
11174301
16225427
7184560
23233267
11338657
803877
804341
21860480
16213452
8150695
22329411
3199284
12220322
2885324
8711573
9509672
11945787
15738437
6213190
1234349
1313221
8920579
10738147
23640374
23513440
13096638
1509233
16236305
22965192
19062164
682657
20987727
21981499
18799165
5279526
9327632
14365536
8924005
23004319
8489316
2685454
12753293
18450655
7590727
6729869
10110105
12327319
16077658
8848815
10204973
16214760
19719351
2679496
5848118
4063978
745863
16222519
8440875
3277713
7649607
8783261
4085706
13057748
1319660
13336752
15514354
3855925
15511116
13336642
1312969
22295702
9420223
8546543
21454754
4150234
22739525
2586809
13323532
8431216
12493279
18852182
11647173
8934890
14566610
11550502
9252106
16246771
7404139
7590377
7524421
14784453
11834514
7592477
21772707
7609583
11817633
8587086
8587618
7629732
11816353
11831190
20815146
4509040
