COMID,REGIONID,WETTED_WIDTH_M
6130989,Region01,0
6125189,Region01,4.61
6129677,Region01,5.46
6130073,Region01,0
6130551,Region01,0
6128617,Region01,0
6128553,Region01,0
6130581,Region01,0
6128615,Region01,3.09
6125279,Region01,6.48
6123697,Region01,1.98
6123671,Region01,11.11
6125299,Region01,6.78
6125461,Region01,3.5
6125169,Region01,4.89
6125745,Region01,0
6129673,Region01,0
6123685,Region01,5.07
6124063,Region01,0
6126669,Region01,0
6129735,Region01,2.53
6128767,Region01,1.82
6129261,Region01,5.6
6130329,Region01,0
6131441,Region01,0
6129991,Region01,0
6128189,Region01,4.79
6129581,Region01,5.58
6128491,Region01,5.25
6128391,Region01,0
6129867,Region01,0
6128369,Region01,0
6128009,Region01,10.5
6125403,Region01,9.98
6125731,Region01,2.99
6125921,Region01,0
6125225,Region01,2.67
6125779,Region01,0
6125167,Region01,3.09
6125949,Region01,5.42
6125901,Region01,0
6124067,Region01,0
6123997,Region01,2.83
6129499,Region01,0
6129497,Region01,9.65
6128025,Region01,9.59
6129493,Region01,2.57
6130151,Region01,0
6130149,Region01,0
6130315,Region01,0
6130143,Region01,0
6129545,Region01,3.03
6129547,Region01,0
6129539,Region01,2.67
6129543,Region01,0
6129519,Region01,13.48
6129825,Region01,0
6125369,Region01,2.41
6125453,Region01,10.8
6128023,Region01,5.19
6125787,Region01,7.05
6127967,Region01,3.33
6125775,Region01,0
6125159,Region01,0
6125781,Region01,0
6124059,Region01,0
6130347,Region01,0
6124061,Region01,5.19
6123699,Region01,5.59
6128049,Region01,10.53
6129505,Region01,12.59
6129761,Region01,0
6129507,Region01,13.37
6130141,Region01,0
6130139,Region01,0
6130521,Region01,0
6130369,Region01,0
6128719,Region01,4.5
6128127,Region01,3.17
6130559,Region01,0
6128235,Region01,3
6129535,Region01,4.3
6129823,Region01,0
6129525,Region01,4.68
6125173,Region01,5.9
6127965,Region01,3.06
6125363,Region01,0
6125447,Region01,6.09
6125297,Region01,3.04
6134049,Region01,11.31
6125301,Region01,5.52
6129801,Region01,0
6123683,Region01,5.13
6124069,Region01,0
6124065,Region01,0
6123945,Region01,3.22
6129733,Region01,3.21
6131349,Region01,0
6130155,Region01,0
6128257,Region01,0
6130265,Region01,0
6130305,Region01,0
6130285,Region01,0
6130365,Region01,0
6129597,Region01,3.49
6128161,Region01,5.18
6128129,Region01,5.29
6129831,Region01,0
6128165,Region01,6.13
6128869,Region01,3.28
6125911,Region01,0
6125769,Region01,0
6125903,Region01,0
6125241,Region01,5.3
6125183,Region01,4.28
6123949,Region01,3.91
6123629,Region01,3.94
6123625,Region01,3.94
6125227,Region01,2.7
6128431,Region01,2.83
6128135,Region01,0
6130287,Region01,0
6130529,Region01,0
6130167,Region01,0
6128739,Region01,5.2
6129833,Region01,6.45
6129509,Region01,0
6129537,Region01,3.79
6129845,Region01,0
6128109,Region01,5.18
6125383,Region01,2.27
6130941,Region01,0
6129975,Region01,0
6129973,Region01,0
6134017,Region01,0
6131475,Region01,0
6134019,Region01,0
6131373,Region01,0
6130057,Region01,0
6123971,Region01,2.26
6123647,Region01,3.58
6125157,Region01,4.27
6131451,Region01,0
6130019,Region01,0
6131431,Region01,0
6131437,Region01,0
6131427,Region01,0
6131425,Region01,0
6129971,Region01,0
6129969,Region01,0
6130819,Region01,0
6130827,Region01,0
6130821,Region01,0
6129723,Region01,5.9
6128483,Region01,0
6126611,Region01,3.05
6125933,Region01,0
6125929,Region01,4.92
6140036,Region01,2.71
6130043,Region01,0
6130845,Region01,10.16
6131435,Region01,0
6130547,Region01,0
6129345,Region01,0
6130889,Region01,0
6130891,Region01,0
6130535,Region01,0
6131429,Region01,0
6131495,Region01,0
6131489,Region01,0
6130793,Region01,0
6129685,Region01,40.49
6131545,Region01,0
6131463,Region01,0
6125431,Region01,0
6130053,Region01,0
6130011,Region01,0
6130515,Region01,0
6130513,Region01,0
6129857,Region01,0
6130935,Region01,0
6130427,Region01,0
6129859,Region01,0
6130491,Region01,0
6130453,Region01,0
6131491,Region01,0
6130807,Region01,0
6125443,Region01,2.31
6123645,Region01,0
6123963,Region01,6.6
6130041,Region01,0
6129945,Region01,0
6129947,Region01,0
6129943,Region01,0
6129861,Region01,0
6129821,Region01,0
6130469,Region01,0
6129875,Region01,0
6129899,Region01,0
6129749,Region01,0
6129883,Region01,0
6129745,Region01,0
6129747,Region01,0
6130473,Region01,0
6130829,Region01,0
6130831,Region01,0
6131509,Region01,0
6129967,Region01,0
6129965,Region01,0
6123959,Region01,7.15
6124053,Region01,0
6125193,Region01,3.15
6129479,Region01,3.55
6125439,Region01,2.4
6129939,Region01,0
6129937,Region01,0
6129863,Region01,0
6130493,Region01,0
6130027,Region01,0
6129819,Region01,0
6129829,Region01,0
6130451,Region01,0
6130429,Region01,0
6129895,Region01,0
6130957,Region01,0
6130107,Region01,0
6130101,Region01,0
6130933,Region01,0
6125735,Region01,5.56
6125303,Region01,5.53
6125151,Region01,3.35
6129145,Region01,3.57
6130939,Region01,0
6130003,Region01,0
6129935,Region01,0
6130007,Region01,0
6129873,Region01,0
6130489,Region01,0
6130437,Region01,0
6163231,Region01,4.35
6162613,Region01,0
6162429,Region01,7.34
6162427,Region01,3.49
6162653,Region01,4.49
6163119,Region01,0
6162537,Region01,3.12
6162491,Region01,23.14
6162555,Region01,23.88
6162557,Region01,23.85
6163225,Region01,52.82
6163229,Region01,53.45
6163241,Region01,53.67
6163249,Region01,61.04
6160395,Region01,0
6168986,Region01,0
6168934,Region01,0
6159801,Region01,1.83
6159821,Region01,3.48
6162479,Region01,3.33
6162469,Region01,3.41
6163237,Region01,0
6162417,Region01,3.72
6165127,Region01,3.43
6163109,Region01,0
6162423,Region01,2.78
6163377,Region01,0
6159851,Region01,3.27
6162419,Region01,3.64
6162765,Region01,3.33
6168776,Region01,0
6162561,Region01,24.08
6162563,Region01,24.08
6163259,Region01,0
6162775,Region01,0
6163263,Region01,0
6165129,Region01,0
6159863,Region01,2.72
6160383,Region01,0
6162659,Region01,4.34
6163345,Region01,2.99
6162515,Region01,4.47
6163021,Region01,0
6162607,Region01,3.75
6162581,Region01,2.68
6162543,Region01,3.1
6162433,Region01,0
6162901,Region01,3.2
6159825,Region01,0
6163061,Region01,0
6162355,Region01,4.62
6163251,Region01,0
6162569,Region01,23.75
6162585,Region01,24.83
6162619,Region01,24.93
6163353,Region01,25.99
6162965,Region01,26.28
6163265,Region01,0
6163267,Region01,0
6163261,Region01,0
6147845,Region01,0
6147841,Region01,0
6168768,Region01,2.84
6170900,Region01,0
6170874,Region01,0
6168524,Region01,0
6170968,Region01,0
6163091,Region01,0
6162363,Region01,4.8
6163227,Region01,3.41
6162727,Region01,0
6162643,Region01,0
6162603,Region01,3.54
6162593,Region01,3.23
6162523,Region01,2.63
6159829,Region01,4.69
6160359,Region01,4.08
6162697,Region01,0
6163299,Region01,0
6162413,Region01,4.05
6162579,Region01,9.33
6162589,Region01,11.6
6147753,Region01,0
6144941,Region01,0
6144917,Region01,0
6144915,Region01,0
6145063,Region01,0
6168968,Region01,0
6170910,Region01,0
6163089,Region01,0
6168982,Region01,0
6168974,Region01,0
6160385,Region01,0
6160403,Region01,0
6162595,Region01,2.21
6163063,Region01,0
6162461,Region01,5.39
6162369,Region01,0
6162393,Region01,4.1
6162649,Region01,2.88
6162531,Region01,0
6162575,Region01,0
6163335,Region01,0
6159815,Region01,3.61
6159803,Region01,0
6162587,Region01,13.07
6162409,Region01,0
6145057,Region01,0
6145055,Region01,0
6145053,Region01,0
6145051,Region01,0
6170752,Region01,0
6168288,Region01,10.26
6168796,Region01,4.53
6168522,Region01,0
6168926,Region01,0
6170754,Region01,0
6170734,Region01,0
6162559,Region01,0
6162567,Region01,4.98
6162553,Region01,5.68
6162951,Region01,3.09
6163375,Region01,0
6160379,Region01,0
6162351,Region01,4.36
6163295,Region01,0
6162773,Region01,3.75
6162517,Region01,4.13
6159813,Region01,4.05
6160351,Region01,0
6163191,Region01,0
6162459,Region01,5.16
6162467,Region01,7.53
6162481,Region01,8.08
6162493,Region01,3.32
6147843,Region01,0
6147839,Region01,0
6147837,Region01,0
6168990,Region01,0
6168928,Region01,0
6170632,Region01,0
166171732,Region01,0
6162453,Region01,0
6162477,Region01,3.62
6162487,Region01,2.45
6162913,Region01,2.94
6163025,Region01,0
6160361,Region01,6.93
6162389,Region01,6.69
6163213,Region01,0
6162353,Region01,5.73
6163239,Region01,10.34
6163069,Region01,0
6159831,Region01,6.48
6162757,Region01,10.34
6162495,Region01,8.46
6162583,Region01,10.29
6159845,Region01,3.56
6160375,Region01,0
6147849,Region01,0
6147741,Region01,0
6147739,Region01,0
6147665,Region01,0
6147661,Region01,0
6170882,Region01,0
166171730,Region01,0
6170898,Region01,0
6171764,Region01,0
6170886,Region01,0
6170878,Region01,0
6162385,Region01,4.16
6162959,Region01,3.11
6159819,Region01,2.65
6163315,Region01,0
6162381,Region01,14.65
6162387,Region01,14.08
6162483,Region01,4.58
6163085,Region01,0
6162497,Region01,5.6
6160357,Region01,4.56
6160355,Region01,3.93
6162903,Region01,12.33
6147659,Region01,0
6147749,Region01,0
6162647,Region01,0
6163101,Region01,0
6170284,Region01,0
6168760,Region01,3.58
6170866,Region01,0
6168976,Region01,0
6168290,Region01,10.35
6168778,Region01,0
6162397,Region01,3.07
6162401,Region01,3.05
6162945,Region01,3.52
6162931,Region01,2.97
6163135,Region01,0
6163359,Region01,5.15
6163049,Region01,0
6162907,Region01,13.42
6163033,Region01,0
6159807,Region01,3.29
6162733,Region01,4.09
6162705,Region01,5.06
6162967,Region01,17.94
6163157,Region01,0
6163379,Region01,0
6162713,Region01,4.54
6159809,Region01,0
6163105,Region01,0
6168794,Region01,5.31
6168954,Region01,0
6162953,Region01,3.19
6162623,Region01,0
6162639,Region01,7.08
6163053,Region01,0
6162905,Region01,9.22
6162455,Region01,2.96
6163071,Region01,0
6162741,Region01,6.82
6163217,Region01,6.79
6163183,Region01,0
6163303,Region01,0
6163351,Region01,18.45
6159827,Region01,4.36
6159841,Region01,5.37
6159843,Region01,0
6162545,Region01,3.57
6162529,Region01,3.12
6163097,Region01,0
6162941,Region01,2.52
6162371,Region01,3.05
6168556,Region01,0
6159833,Region01,0
6162323,Region01,6.59
6162997,Region01,0
6163297,Region01,0
6163015,Region01,0
6162473,Region01,3.77
6162657,Region01,17.01
6159837,Region01,3.21
6163047,Region01,0
6162985,Region01,6.52
6162983,Region01,6.27
6162627,Region01,4.7
6163141,Region01,0
6162669,Region01,15.7
6170708,Region01,0
6170702,Region01,0
6162719,Region01,0
6160353,Region01,0
6159853,Region01,0
6159817,Region01,3.13
6170756,Region01,0
6163087,Region01,0
6163301,Region01,0
6163121,Region01,0
6162701,Region01,4.96
6162703,Region01,0
6162955,Region01,14.56
6160405,Region01,0
6162465,Region01,3.74
6162689,Region01,3.69
6162739,Region01,6.39
6162645,Region01,12.63
6162637,Region01,10.7
6162571,Region01,10.94
6160391,Region01,0
6170624,Region01,0
6170606,Region01,0
6162499,Region01,4.06
6163255,Region01,0
6163099,Region01,0
6162421,Region01,0
6168486,Region01,8.31
6168984,Region01,0
6163149,Region01,0
6162665,Region01,3.71
6162331,Region01,0
6162681,Region01,3.53
6162625,Region01,5.82
6162457,Region01,3.37
6162541,Region01,9.59
6163223,Region01,0
6159861,Region01,2.89
6162695,Region01,4.91
6163277,Region01,7.74
6162933,Region01,7.11
6162925,Region01,5.9
6162317,Region01,5.39
6162911,Region01,4.43
6162763,Region01,4.2
6163197,Region01,4.8
6159805,Region01,2.34
6159835,Region01,3.25
6171776,Region01,0
6163017,Region01,0
6163329,Region01,6.86
6163029,Region01,0
6162761,Region01,3.2
6162731,Region01,4
6162641,Region01,3.32
6162533,Region01,4.48
6162969,Region01,8.24
6162621,Region01,4.42
6162981,Region01,9.78
6163171,Region01,0
6162485,Region01,5.16
6163073,Region01,0
6163325,Region01,0
6163201,Region01,0
6162995,Region01,0
6162325,Region01,5.6
6162917,Region01,9.34
6162937,Region01,17.86
6159823,Region01,3.91
6159839,Region01,0
6162617,Region01,0
6162347,Region01,4.58
6169016,Region01,0
6170276,Region01,5.56
6162367,Region01,11.42
6163039,Region01,0
6162359,Region01,11.3
6162333,Region01,10.15
6162747,Region01,3.43
6162749,Region01,3.26
6162447,Region01,9.9
6163093,Region01,0
6163041,Region01,0
6162349,Region01,3.48
6162721,Region01,9.67
6163361,Region01,5.12
6162729,Region01,10.89
6162957,Region01,5.3
6162357,Region01,0
6163067,Region01,0
6162939,Region01,17.77
6162611,Region01,19.87
6162989,Region01,19.95
6163283,Region01,5.68
6163153,Region01,0
6162609,Region01,3.3
6163003,Region01,0
6163011,Region01,0
6163043,Region01,0
6163051,Region01,0
6163275,Region01,11.49
6162551,Region01,0
6162573,Region01,3.06
6162651,Region01,3.21
6162403,Region01,0
6162365,Region01,6.72
6163209,Region01,0
25075512,Region01,3.33
25075508,Region01,2.95
25075504,Region01,4.36
6168346,Region01,3.94
6167232,Region01,0
25075741,Region01,0
6168520,Region01,0
6168748,Region01,5.84
6168920,Region01,0
6170520,Region01,3.05
6168772,Region01,2.29
6162449,Region01,4.77
6162759,Region01,4.59
6163235,Region01,0
6162767,Region01,4.79
6170358,Region01,0
6170040,Region01,3.3
6170848,Region01,0
6170290,Region01,10.75
6168708,Region01,3.36
6168704,Region01,3.82
6170274,Region01,8.29
6170132,Region01,3.16
6170042,Region01,11.82
6162411,Region01,4.81
6162463,Region01,3.4
6163343,Region01,0
6162451,Region01,3.02
6162341,Region01,4.02
6170334,Region01,0
6170324,Region01,2.31
6168268,Region01,3.57
6168576,Region01,6.43
6168488,Region01,8.02
6170100,Region01,3.59
6170300,Region01,5.12
6170504,Region01,2.6
6170092,Region01,0
6168784,Region01,5.44
6162725,Region01,0
6163243,Region01,0
6162753,Region01,3.81
6163245,Region01,0
6170034,Region01,2.98
6168712,Region01,4.46
6168710,Region01,5.62
6170546,Region01,5.11
6170342,Region01,5.45
6168500,Region01,0
166171718,Region01,0
6170244,Region01,2.35
6162949,Region01,4.63
6162935,Region01,6.78
6162513,Region01,7.97
6170122,Region01,4.94
6170134,Region01,5.75
6170082,Region01,2.14
6170044,Region01,10.85
6168738,Region01,5.73
6170272,Region01,4.31
6163247,Region01,0
6170156,Region01,3.24
6170184,Region01,2.93
6162771,Region01,5.42
6170128,Region01,2.57
6170758,Region01,0
6168714,Region01,5.63
6170532,Region01,5.46
5868203,Region01,0
5867595,Region01,8.81
5863447,Region01,0
5866653,Region01,22.86
5866645,Region01,22.95
5866909,Region01,7.73
5867029,Region01,5.95
5867081,Region01,3.28
5861085,Region01,0
5861087,Region01,0
5861089,Region01,0
5860859,Region01,0
5864097,Region01,0
5864091,Region01,0
5864099,Region01,0
5864083,Region01,0
5864079,Region01,0
5864115,Region01,0
5864135,Region01,0
5864133,Region01,0
5863755,Region01,5.2
5860717,Region01,20.34
5860675,Region01,21.84
5860429,Region01,22.17
5860671,Region01,22.89
5866711,Region01,4.71
5864151,Region01,0
5863781,Region01,1.93
5867519,Region01,3.79
5866591,Region01,23.16
5867459,Region01,23.14
5863927,Region01,0
5862305,Region01,3.4
5868119,Region01,0
5861095,Region01,0
5861101,Region01,0
5861215,Region01,0
5861103,Region01,0
5863831,Region01,0
5862411,Region01,3.5
5867649,Region01,0
5862673,Region01,0
5864131,Region01,0
5866631,Region01,3.57
5863409,Region01,0
5864129,Region01,0
5860649,Region01,23.29
5860645,Region01,22.72
5866639,Region01,4.05
5867879,Region01,0
5867771,Region01,0
5867491,Region01,19.88
5864121,Region01,0
5866647,Region01,0
5866551,Region01,23.77
5866513,Region01,23.58
5867745,Region01,0
5867657,Region01,0
5864109,Region01,0
5867497,Region01,5.57
5867007,Region01,0
5860683,Region01,6.17
5860873,Region01,0
5861161,Region01,0
5866325,Region01,4.25
5867651,Region01,0
5867653,Region01,0
5867635,Region01,4.46
5867107,Region01,3.51
5863909,Region01,0
5866669,Region01,4.82
5867467,Region01,5.75
5867481,Region01,6.92
5868189,Region01,0
5867753,Region01,0
5863949,Region01,0
5862299,Region01,4.14
5866505,Region01,23.87
5866517,Region01,24.7
5863407,Region01,0
5860795,Region01,0
5860375,Region01,0
5860797,Region01,0
5860793,Region01,0
5866895,Region01,3.86
5868169,Region01,0
5867011,Region01,10.91
5866607,Region01,2.13
5863951,Region01,0
5863737,Region01,2.48
5863511,Region01,2.5
5863773,Region01,5.19
5868083,Region01,0
5867125,Region01,2.53
5868055,Region01,0
5867041,Region01,9.36
5866893,Region01,0
5868135,Region01,0
5862543,Region01,5.66
5863517,Region01,2.97
5867857,Region01,0
5866871,Region01,5.18
5866825,Region01,5.27
5866807,Region01,6.3
5867013,Region01,2.25
5867531,Region01,4.96
5866621,Region01,0
5867851,Region01,0
5866857,Region01,2.32
5868141,Region01,0
5864029,Region01,0
5863489,Region01,5.98
5863459,Region01,8.91
5863457,Region01,9.91
5863983,Region01,0
5868121,Region01,0
5867091,Region01,2.43
5867067,Region01,3.47
5868079,Region01,0
5866869,Region01,6.87
5863513,Region01,4.2
5864157,Region01,0
5863445,Region01,0
5867967,Region01,0
5868113,Region01,0
5867511,Region01,3.21
5866715,Region01,3.59
5867849,Region01,0
5866633,Region01,2.09
5867623,Region01,2.58
5866585,Region01,3.05
5866817,Region01,1.92
5863957,Region01,0
5863953,Region01,0
5864041,Region01,0
5863397,Region01,2.78
5867111,Region01,5.06
5868049,Region01,0
5867853,Region01,0
5863453,Region01,7.22
5867573,Region01,2.24
5863899,Region01,0
166174792,Region01,6.08
5867461,Region01,4.19
5867983,Region01,7.98
5863903,Region01,0
5860427,Region01,8.77
5866695,Region01,5.71
5867843,Region01,0
5866685,Region01,4.88
5867591,Region01,11.93
5866565,Region01,4.22
5867443,Region01,6.07
5866773,Region01,3.2
5864027,Region01,0
5863777,Region01,4.27
5863789,Region01,3.69
5867123,Region01,5.41
5867637,Region01,5.97
5867115,Region01,0
5866583,Region01,2.96
5867977,Region01,0
5862641,Region01,0
5864031,Region01,0
5863501,Region01,4.23
5867557,Region01,3.3
5867483,Region01,5.13
5867647,Region01,6.7
5868109,Region01,0
5866691,Region01,3.31
5866845,Region01,2.4
5867101,Region01,3.08
5867627,Region01,8.66
5866609,Region01,2.86
5867517,Region01,3.1
5863503,Region01,2.08
5863759,Region01,4.9
5863485,Region01,1.96
5863463,Region01,5.48
5867051,Region01,2.7
5866589,Region01,3.67
5867439,Region01,0
5868053,Region01,0
5867431,Region01,3.13
5860405,Region01,8.1
5867455,Region01,4.88
5867903,Region01,0
5863775,Region01,3.35
5864025,Region01,0
5863471,Region01,4.44
5863997,Region01,0
5867493,Region01,2.71
5867951,Region01,0
5867489,Region01,4.58
5866573,Region01,0
5866863,Region01,2.93
5863955,Region01,0
5863435,Region01,6.13
5863491,Region01,2.05
5864005,Region01,0
5867429,Region01,3.67
5867441,Region01,4.37
5866993,Region01,0
5868033,Region01,0
5867453,Region01,3.6
5867571,Region01,4.98
5866571,Region01,3.77
5868037,Region01,0
5866367,Region01,0
5860657,Region01,8.15
5863989,Region01,0
5863439,Region01,0
5866569,Region01,2.24
5867053,Region01,9.09
5866581,Region01,0
5867621,Region01,3.36
5863481,Region01,3.27
5863767,Region01,2.58
5863505,Region01,2.21
5863507,Region01,2.65
5868115,Region01,0
5866951,Region01,8.99
5868155,Region01,0
5866713,Region01,0
5867625,Region01,4.97
5866689,Region01,3.04
5866989,Region01,5.67
5867479,Region01,4.3
5866819,Region01,0
5863999,Region01,0
5863467,Region01,2.62
5863993,Region01,0
5863437,Region01,0
5867831,Region01,0
5867447,Region01,3.53
5867465,Region01,3.93
5863771,Region01,2.9
5863765,Region01,3.42
5863749,Region01,2.32
5866561,Region01,3.46
5867045,Region01,4.55
5868125,Region01,0
5866949,Region01,2.97
5862309,Region01,5.01
5863911,Region01,0
5863979,Region01,0
5863969,Region01,0
5863451,Region01,3.04
5863971,Region01,0
5866663,Region01,0
