"tax_id","ref","taxon","person_2","person","common_name","taxon_name_notes","tmax","n","metric","metric_note","error","error_measure","acclim_temp","acclim_time","acclim_time_unit","start_temp","ramp","test_time","test_time_unit","endpoint","temp_tested","temp_rep","temp_rep_n","env_temp","env_temp_sp","env_temp_max","env_temp_min","season","season_type","coll_start","coll_end","coll_year","origin","origin_note","life_stage","life_stage_sp","sex","body_mass","error_bm","error_measure_bm","bm_type","body_length","error_bl","error_measure_bl","size_notes","climate","habitat","group","lat","long","elevation","continent","country","aeration","oxygen","pH","salinity","salinity_unit","add_stressor","type_stressor","stressor_type_sp","level_stressor","level_stressor_unit","notes_stressor","plotdigit","supp","ref_source","ref_language","pub_year","ref_info","ref_info_orig","ref_doi","ref_journal_orig","notes","endpoint_note","AphiaID_accepted","freshwater","brackish","marine","habitat2","test_id","study_id","loc_id","ott_id","domain","kingdom","phylum","class","order","family","genus","species","subspecies","taxon_corr","crd_id","elevation_wc25","köppen","Continent_new","Country_new","country_f","continent_f","koeppen_gr","tol_type"
"tax_100","Kochhann_et_al_2021","Mesonauta insignis","Helena Bayat","Noel",,,41.3,11,"ctmax",,0.2,"SE","28.1","19","d","28.1","0.3",,,"loe",,,,28.9,"water",,,,,,,,"wild",,"adult",,,9.8,"1.1","SE","wet mass","63",3,"SE",,"Tropical","freshwater","fish",-3.34766,-64.70669,44,"South America","Brazil","yes","74%","6.2",88.2,"uS/cm",,,,,,,,,"GS","english",2021,"Kochhann, D., Sarmento, C.G., de Oliveira, J.C., Queiroz, H.L., Val, A.L. and Chapman, L.J., 2021. Take time to look at the fish: Behavioral response to acute thermal challenge in two Amazonian cichlids. Journal of Experimental Zoology Part A: Ecological and Integrative Physiology, 335(9-10), pp.735-744.",,"10.1002/joz.2541","Journal of Experimental Zoology",,"loe",1022357,TRUE,,,"freshwater","t_2333","s_199","l_56",795511,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Cichlidae","Mesonauta","Mesonauta insignis",,"mesonauta insignis",3,42,"Tropical Rainforest","South America","Brazil","Brazil","South America","Tropical","upper"
"tax_100","Kochhann_et_al_2021","Mesonauta insignis","Helena Bayat","Noel",,,37.3,11,"other","thermal agitation temperature",0.6,"SE","28.1","19","d","28.1","0.3",,,"agitation",,,,28.9,"water",,,,,,,,"wild",,"adult",,,9.8,"1.1","SE","wet mass","63",3,"SE",,"Tropical","freshwater","fish",-3.34766,-64.70669,44,"South America","Brazil","yes","74%","6.2",88.2,"uS/cm",,,,,,,,,"GS","english",2021,"Kochhann, D., Sarmento, C.G., de Oliveira, J.C., Queiroz, H.L., Val, A.L. and Chapman, L.J., 2021. Take time to look at the fish: Behavioral response to acute thermal challenge in two Amazonian cichlids. Journal of Experimental Zoology Part A: Ecological and Integrative Physiology, 335(9-10), pp.735-744.",,"10.1002/joz.2541","Journal of Experimental Zoology",,"agitation",1022357,TRUE,,,"freshwater","t_2334","s_199","l_56",795511,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Cichlidae","Mesonauta","Mesonauta insignis",,"mesonauta insignis",3,42,"Tropical Rainforest","South America","Brazil","Brazil","South America","Tropical","upper"
"tax_116","Van_der_Walt_2019","Sarpa salpa","Helena Bayat","Juliet",,,33.9,6,"ctmax",,,,"20","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,2.3,"0.52","SD",,"61.33",3.21,"SD",,,"marine","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",127064,,TRUE,TRUE,"brackish_marine","t_4359","s_379","l_65",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_116","Van_der_Walt_2019","Sarpa salpa","Helena Bayat","Juliet",,,32.4,12,"ctmax",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,4.82,"1.24","SD",,"80",7.21,"SD",,,"marine","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",127064,,TRUE,TRUE,"brackish_marine","t_4360","s_379","l_65",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_116","Van_der_Walt_2019","Sarpa salpa","Helena Bayat","Juliet",,,7.8,6,"ctmin",,,,"20","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,3.56,"0.08","SD",,"74.33",2.52,"SD",,,"marine","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",127064,,TRUE,TRUE,"brackish_marine","t_4361","s_379","l_65",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_116","Van_der_Walt_2019","Sarpa salpa","Helena Bayat","Juliet",,,7.1,12,"ctmin",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,5.19,"2.11","SD",,"81",8.19,"SD",,,"marine","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",127064,,TRUE,TRUE,"brackish_marine","t_4362","s_379","l_65",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_116","van_der_Walt_et_al_2021","Sarpa salpa","Helena Bayat","Jurg Spaak","Strepie",,33.86,6,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,2.3,"0.52","SD","wet","61.33",3.21,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",127064,,TRUE,TRUE,"brackish_marine","t_5105","s_435","l_66",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
"tax_116","van_der_Walt_et_al_2021","Sarpa salpa","Helena Bayat","Jurg Spaak","Strepie",,32.62,12,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"summer",,"12/01/2017","2/28/2018",2017,"field",,"non-adult","juvenile",,4.82,"1.24","SD","wet","80",7.21,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",127064,,TRUE,TRUE,"brackish_marine","t_5106","s_435","l_66",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
"tax_116","van_der_Walt_et_al_2021","Sarpa salpa","Helena Bayat","Jurg Spaak","Strepie",,7.8,6,"ctmin",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,3.56,"0.08","SD","wet","74.33",2.52,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",127064,,TRUE,TRUE,"brackish_marine","t_5107","s_435","l_66",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","lower"
"tax_116","van_der_Walt_et_al_2021","Sarpa salpa","Helena Bayat","Jurg Spaak","Strepie",,7.25,12,"ctmin",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"summer",,"12/01/2017","2/28/2018",2017,"field",,"non-adult","juvenile",,5.19,"2.11","SD","wet","81",8.19,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",127064,,TRUE,TRUE,"brackish_marine","t_5108","s_435","l_66",675235,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Sparidae","Sarpa","Sarpa salpa",,"sarpa salpa",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","lower"
"tax_118","Van_der_Walt_2019","Chaetodon marleyi","Helena Bayat","Juliet",,,34.5,28,"ctmax",,,,"23","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,1.65,"1.66","SD",,"33.47",9.49,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",218755,,TRUE,TRUE,"brackish_marine","t_4367","s_379","l_65",589728,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Chaetodontidae","Chaetodon","Chaetodon marleyi",,"chaetodon marleyi",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_118","Van_der_Walt_2019","Chaetodon marleyi","Helena Bayat","Juliet",,,11.2,25,"ctmin",,,,"23","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,2.33,"1.72","SD",,"48.07",7.65,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",218755,,TRUE,TRUE,"brackish_marine","t_4368","s_379","l_65",589728,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Chaetodontidae","Chaetodon","Chaetodon marleyi",,"chaetodon marleyi",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_118","van_der_Walt_et_al_2021","Chaetodon marleyi","Helena Bayat","Jurg Spaak","Doublesash butterflyfish",,34.98,28,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,1.65,"1.66","SD","wet","33.47",9.49,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",218755,,TRUE,TRUE,"brackish_marine","t_5113","s_435","l_66",589728,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Chaetodontidae","Chaetodon","Chaetodon marleyi",,"chaetodon marleyi",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
"tax_118","van_der_Walt_et_al_2021","Chaetodon marleyi","Helena Bayat","Jurg Spaak","Doublesash butterflyfish",,11.38,25,"ctmin",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"summer",,"12/01/2017","2/28/2018",2017,"field",,"non-adult","juvenile",,2.33,"1.72","SD","wet","48.07",7.65,"SD",,"temperate","marine, brackish","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",218755,,TRUE,TRUE,"brackish_marine","t_5114","s_435","l_66",589728,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Chaetodontidae","Chaetodon","Chaetodon marleyi",,"chaetodon marleyi",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","lower"
"tax_119","Van_der_Walt_2019","Chelon dumerili","Helena Bayat","Juliet",,,37.7,12,"ctmax",,,,"22","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,6.45,"6.03","SD",,"83.5",18.92,"SD",,,"marine, brackish, freshwater","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4369","s_379","l_65",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_119","Van_der_Walt_2019","Chelon dumerili","Helena Bayat","Juliet",,,35.6,12,"ctmax",,,,"16","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,11.87,"8.54","SD",,"116.08",29.06,"SD",,,"marine, brackish, freshwater","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4370","s_379","l_65",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_119","Van_der_Walt_2019","Chelon dumerili","Helena Bayat","Juliet",,,9.3,12,"ctmin",,,,"22","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,20.1,"8.62","SD",,"135.67",22.63,"SD",,,"marine, brackish, freshwater","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4371","s_379","l_65",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_119","Van_der_Walt_2019","Chelon dumerili","Helena Bayat","Juliet",,,5.3,12,"ctmin",,,,"16","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,6.6,"4.29","SD",,"97.25",20.04,"SD",,,"marine, brackish, freshwater","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4372","s_379","l_65",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_119","van_der_Walt_et_al_2021","Chelon dumerili","Helena Bayat","Jurg Spaak","Groovy mullet",,37.67,12,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,6.45,"6.03","SD","wet","83.5",18.92,"SD",,"temperate","marine, brackish, freshwater","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_5115","s_435","l_66",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
"tax_119","van_der_Walt_et_al_2021","Chelon dumerili","Helena Bayat","Jurg Spaak","Groovy mullet",,35.7,12,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"summer",,"12/01/2017","2/28/2018",2017,"field",,"non-adult","juvenile",,11.87,"8.54","SD","wet","116.08",29.06,"SD",,"temperate","marine, brackish, freshwater","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_5116","s_435","l_66",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
"tax_119","van_der_Walt_et_al_2021","Chelon dumerili","Helena Bayat","Jurg Spaak","Groovy mullet",,9.36,12,"ctmin",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,20.1,"8.62","SD","wet","135.67",22.63,"SD",,"temperate","marine, brackish, freshwater","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_5117","s_435","l_66",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","lower"
"tax_119","van_der_Walt_et_al_2021","Chelon dumerili","Helena Bayat","Jurg Spaak","Groovy mullet",,5.31,12,"ctmin",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"summer",,"12/01/2017","2/28/2018",2017,"field",,"non-adult","juvenile",,6.6,"4.29","SD","wet","97.25",20.04,"SD",,"temperate","marine, brackish, freshwater","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",1042829,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_5118","s_435","l_66",400923,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon dumerili",,"chelon dumerili",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","lower"
"tax_120","Van_der_Walt_2019","Chelon richardsonii","Helena Bayat","Juliet",,,34.9,12,"ctmax",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,1.04,"0.25","SD",,"54",5.2,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042831,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4373","s_379","l_65",748847,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon richardsonii",,"chelon richardsonii",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_120","Van_der_Walt_2019","Chelon richardsonii","Helena Bayat","Juliet",,,34,12,"ctmax",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,12.92,"2.5","SD",,"118.25",9.12,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042831,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4374","s_379","l_65",748847,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon richardsonii",,"chelon richardsonii",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","upper"
"tax_120","Van_der_Walt_2019","Chelon richardsonii","Helena Bayat","Juliet",,,5.7,12,"ctmin",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Summer",,,,,"wild",,"juvenile",,,2.5,"2.02","SD",,"65.33",15.31,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042831,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4375","s_379","l_65",748847,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon richardsonii",,"chelon richardsonii",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_120","Van_der_Walt_2019","Chelon richardsonii","Helena Bayat","Juliet",,,4.6,12,"ctmin",,,,"18","11","d",,"0.02",,,"loe",,,,,,,,"Winter",,,,,"wild",,"juvenile",,,6.98,"5.57","SD",,"86.25",24.04,"SD",,,"marine, brackish","fish",-33.67871,26.68281,,"Africa","South Africa",,,,,,,,,,,,,,"GS","english",2019,"Van der Walt, K.A., 2019. Thermal tolerance and the potential effects of climate change on coastal intertidal and estuarine organisms in the Kariega Estuary and adjacent intertitdal coastline. Eastern Cape, South Africa (Doctoral thesis).",,,,,"loe",1042831,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_4376","s_379","l_65",748847,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon richardsonii",,"chelon richardsonii",25,25,"Temperate - Without dry season - Hot summer",,,"South Africa","Africa","Temperate","lower"
"tax_120","van_der_Walt_et_al_2021","Chelon richardsonii","Helena Bayat","Jurg Spaak","Southern mullet",,34.88,12,"ctmax",,,,,"36","h",,"0.166",,,"loe",,,,,"water",30.1,12.8,"winter",,"06/01/2017","8/31/2017",2017,"field",,"non-adult","juvenile",,1.04,"0.25","SD","wet","54",5.2,"SD",,"temperate","marine, brackish, freshwater","fish",-33.67,26.68,,"Africa","South Africa","YES","95%",,35.5,"ppt",,,,,,,"T",,"GS","english",2021,"Van der Walt, K.A., Porri, F., Potts, W.M., Duncan, M.I. and James, N.C., 2021. Thermal tolerance, safety margins and vulnerability of coastal species: Projected impact of climate change induced cold water variability in a temperate African region. Marine Environmental Research, 169, p.105346.",,"10.1016/j.marenvres.2021.105346","Marine Environmental Research",,"loe",1042831,TRUE,TRUE,TRUE,"freshwater_brackish_marine","t_5119","s_435","l_66",748847,"Eukaryota","Metazoa","Chordata","Actinopteri","Acanthomorphata","Mugilidae","Chelon","Chelon richardsonii",,"chelon richardsonii",26,25,"Arid Steppe - Hot",,,"South Africa","Africa","Arid","upper"
