"Scientific.Name","HUC2","Native"
"Mugil.cephalus","08","Non-native"
"Neogobius.melanostomus","04","Non-native"
"Neogobius.melanostomus","05","Non-native"
"Nocomis.asper","11","Non-native"
"Nocomis.biguttatus","08","Non-native"
"Nocomis.biguttatus","09","Non-native"
"Nocomis.biguttatus","10","Non-native"
"Nocomis.leptocephalus","02","Non-native"
"Nocomis.leptocephalus","03","Non-native"
"Nocomis.leptocephalus","06","Non-native"
"Nocomis.micropogon","02","Non-native"
"Nocomis.micropogon","04","Non-native"
"Nocomis.micropogon","05","Non-native"
"Nocomis.micropogon","07","Non-native"
"Notemigonus.crysoleucas","01","Non-native"
"Notemigonus.crysoleucas","04","Non-native"
"Notemigonus.crysoleucas","07","Non-native"
"Notemigonus.crysoleucas","09","Non-native"
"Notemigonus.crysoleucas","10","Non-native"
"Notemigonus.crysoleucas","11","Non-native"
"Notemigonus.crysoleucas","12","Non-native"
"Notemigonus.crysoleucas","13","Non-native"
"Notemigonus.crysoleucas","15","Non-native"
"Notemigonus.crysoleucas","16","Non-native"
"Notemigonus.crysoleucas","17","Non-native"
"Notemigonus.crysoleucas","18","Non-native"
"Notropis.amoenus","02","Non-native"
"Notropis.amoenus","03","Non-native"
"Notropis.amplamala","03","Non-native"
"Notropis.atherinoides","04","Non-native"
"Notropis.atherinoides","05","Non-native"
"Notropis.atherinoides","07","Non-native"
"Notropis.atherinoides","09","Non-native"
"Notropis.atherinoides","10","Non-native"
"Notropis.atherinoides","12","Non-native"
"Notropis.atrocaudalis","12","Non-native"
"Notropis.baileyi","03","Non-native"
"Notropis.bairdi","11","Non-native"
"Notropis.blennius","05","Non-native"
"Notropis.blennius","07","Non-native"
"Notropis.blennius","10","Non-native"
"Notropis.boops","05","Non-native"
"Notropis.boops","10","Non-native"
"Notropis.buccatus","03","Non-native"
"Notropis.chalybaeus","03","Non-native"
"Notropis.chalybaeus","07","Non-native"
"Notropis.chalybaeus","08","Non-native"
"Notropis.chiliticus","03","Non-native"
"Notropis.chiliticus","06","Non-native"
"Notropis.chrosomus","03","Non-native"
"Notropis.chrosomus","05","Non-native"
"Notropis.chrosomus","11","Non-native"
"Notropis.cummingsae","03","Non-native"
"Notropis.dorsalis","05","Non-native"
"Notropis.dorsalis","07","Non-native"
"Notropis.dorsalis","09","Non-native"
"Notropis.dorsalis","10","Non-native"
"Notropis.dorsalis","11","Non-native"
"Notropis.greenei","07","Non-native"
"Notropis.greenei","11","Non-native"
"Notropis.heterodon","04","Non-native"
"Notropis.heterodon","07","Non-native"
"Notropis.heterolepis","07","Non-native"
"Notropis.heterolepis","09","Non-native"
"Notropis.heterolepis","10","Non-native"
"Notropis.hudsonius","01","Non-native"
"Notropis.hudsonius","03","Non-native"
"Notropis.hudsonius","05","Non-native"
"Notropis.hudsonius","06","Non-native"
"Notropis.hudsonius","10","Non-native"
"Notropis.longirostris","02","Non-native"
"Notropis.longirostris","03","Non-native"
"Notropis.lutipinnis","03","Non-native"
"Notropis.nubilus","11","Non-native"
"Notropis.percobromus","07","Non-native"
"Notropis.percobromus","09","Non-native"
"Notropis.percobromus","10","Non-native"
"Notropis.percobromus","11","Non-native"
"Notropis.petersoni","03","Non-native"
"Notropis.photogenis","04","Non-native"
"Notropis.photogenis","05","Non-native"
"Notropis.photogenis","06","Non-native"
"Notropis.photogenis","07","Non-native"
"Notropis.procne","02","Non-native"
"Notropis.procne","03","Non-native"
"Notropis.procne","05","Non-native"
"Notropis.rubellus","01","Non-native"
"Notropis.rubellus","04","Non-native"
"Notropis.rubellus","05","Non-native"
"Notropis.rubellus","07","Non-native"
"Notropis.rubellus","09","Non-native"
"Notropis.rubellus","11","Non-native"
"Notropis.rubricroceus","03","Non-native"
"Notropis.rubricroceus","05","Non-native"
"Notropis.scepticus","03","Non-native"
"Notropis.shumardi","08","Non-native"
"Notropis.shumardi","11","Non-native"
"Notropis.shumardi","12","Non-native"
"Notropis.spectrunculus","06","Non-native"
"Notropis.stilbius","03","Non-native"
"Notropis.stramineus","04","Non-native"
"Notropis.stramineus","05","Non-native"
"Notropis.stramineus","07","Non-native"
"Notropis.stramineus","09","Non-native"
"Notropis.stramineus","10","Non-native"
"Notropis.stramineus","11","Non-native"
"Notropis.stramineus","12","Non-native"
"Notropis.stramineus","14","Non-native"
"Notropis.telescopus","02","Non-native"
"Notropis.telescopus","05","Non-native"
"Notropis.telescopus","10","Non-native"
"Notropis.texanus","03","Non-native"
"Notropis.volucellus","01","Non-native"
"Notropis.volucellus","02","Non-native"
"Notropis.volucellus","04","Non-native"
"Notropis.volucellus","07","Non-native"
"Notropis.volucellus","09","Non-native"
"Notropis.volucellus","10","Non-native"
"Notropis.volucellus","11","Non-native"
"Notropis.volucellus","12","Non-native"
"Notropis.wickliffi","05","Non-native"
"Notropis.wickliffi","06","Non-native"
"Notropis.wickliffi","07","Non-native"
"Notropis.wickliffi","08","Non-native"
"Noturus.eleutherus","05","Non-native"
"Noturus.eleutherus","06","Non-native"
"Noturus.eleutherus","11","Non-native"
"Noturus.exilis","03","Non-native"
"Noturus.exilis","07","Non-native"
"Noturus.exilis","11","Non-native"
"Noturus.flavus","05","Non-native"
"Noturus.flavus","09","Non-native"
"Noturus.flavus","10","Non-native"
"Noturus.flavus","11","Non-native"
"Noturus.funebris","03","Non-native"
"Noturus.gyrinus","02","Non-native"
"Noturus.gyrinus","09","Non-native"
"Noturus.gyrinus","10","Non-native"
"Noturus.gyrinus","12","Non-native"
"Noturus.gyrinus","17","Non-native"
"Noturus.insignis","01","Non-native"
"Noturus.insignis","02","Non-native"
"Noturus.insignis","04","Non-native"
"Noturus.insignis","05","Non-native"
"Noturus.insignis","06","Non-native"
"Noturus.insignis","17","Non-native"
"Noturus.leptacanthus","03","Non-native"
"Noturus.leptacanthus","08","Non-native"
"Noturus.nocturnus","07","Non-native"
"Noturus.nocturnus","12","Non-native"
"Oncorhynchus.clarkii","09","Non-native"
"Oncorhynchus.clarkii","17","Non-native"
"Oncorhynchus.kisutch","04","Non-native"
"Oncorhynchus.mykiss","01","Non-native"
"Oncorhynchus.mykiss","02","Non-native"
"Oncorhynchus.mykiss","03","Non-native"
"Oncorhynchus.mykiss","04","Non-native"
"Oncorhynchus.mykiss","05","Non-native"
"Oncorhynchus.mykiss","06","Non-native"
"Oncorhynchus.mykiss","07","Non-native"
"Oncorhynchus.mykiss","09","Non-native"
"Oncorhynchus.mykiss","10","Non-native"
"Oncorhynchus.mykiss","11","Non-native"
"Oncorhynchus.mykiss","13","Non-native"
"Oncorhynchus.mykiss","14","Non-native"
"Oncorhynchus.mykiss","15","Non-native"
"Oncorhynchus.mykiss","16","Non-native"
"Oncorhynchus.mykiss","17","Non-native"
"Oncorhynchus.mykiss","18","Non-native"
"Oncorhynchus.nerka","14","Non-native"
"Oncorhynchus.tshawytscha","04","Non-native"
"Oncorhynchus.tshawytscha","17","Non-native"
"Opsopoeodus.emiliae","03","Non-native"
"Opsopoeodus.emiliae","08","Non-native"
"Opsopoeodus.emiliae","12","Non-native"
"Perca.flavescens","03","Non-native"
"Perca.flavescens","04","Non-native"
"Perca.flavescens","05","Non-native"
"Perca.flavescens","06","Non-native"
"Perca.flavescens","10","Non-native"
"Perca.flavescens","13","Non-native"
"Perca.flavescens","16","Non-native"
"Perca.flavescens","17","Non-native"
"Percina.caprodes","03","Non-native"
"Percina.caprodes","04","Non-native"
"Percina.caprodes","05","Non-native"
"Percina.caprodes","08","Non-native"
"Percina.caprodes","10","Non-native"
"Percina.caprodes","11","Non-native"
"Percina.caprodes","12","Non-native"
"Percina.carbonaria","12","Non-native"
"Percina.crassa","03","Non-native"
"Percina.macrocephala","05","Non-native"
"Percina.macrocephala","06","Non-native"
"Percina.macrolepida","12","Non-native"
"Percina.macrolepida","18","Non-native"
"Percina.maculata","10","Non-native"
"Percina.nigrofasciata","03","Non-native"
"Percina.oxyrhynchus","05","Non-native"
"Percina.palmaris","03","Non-native"
"Percina.peltata","03","Non-native"
"Percina.phoxocephala","05","Non-native"
"Percina.phoxocephala","06","Non-native"
"Percina.phoxocephala","07","Non-native"
"Percina.phoxocephala","10","Non-native"
"Percina.phoxocephala","11","Non-native"
"Percina.roanoka","02","Non-native"
"Percina.roanoka","05","Non-native"
"Percina.sciera","03","Non-native"
"Percina.sciera","05","Non-native"
"Percina.sciera","06","Non-native"
"Percina.sciera","07","Non-native"
"Percina.sciera","08","Non-native"
"Percina.sciera","11","Non-native"
"Percina.sciera","12","Non-native"
"Percopsis.omiscomaycus","04","Non-native"
"Petromyzon.marinus","01","Non-native"
"Petromyzon.marinus","04","Non-native"
"Phenacobius.catostomus","03","Non-native"
"Phenacobius.mirabilis","08","Non-native"
"Phenacobius.mirabilis","11","Non-native"
"Pimephales.notatus","01","Non-native"
"Pimephales.notatus","03","Non-native"
"Pimephales.notatus","04","Non-native"
"Pimephales.notatus","06","Non-native"
"Pimephales.notatus","07","Non-native"
"Pimephales.notatus","08","Non-native"
"Pimephales.notatus","09","Non-native"
"Pimephales.notatus","10","Non-native"
"Pimephales.notatus","12","Non-native"
"Pimephales.promelas","01","Non-native"
"Pimephales.promelas","02","Non-native"
"Pimephales.promelas","03","Non-native"
"Pimephales.promelas","04","Non-native"
"Pimephales.promelas","06","Non-native"
"Pimephales.promelas","07","Non-native"
"Pimephales.promelas","08","Non-native"
"Pimephales.promelas","09","Non-native"
"Pimephales.promelas","10","Non-native"
"Pimephales.promelas","12","Non-native"
"Pimephales.promelas","13","Non-native"
"Pimephales.promelas","14","Non-native"
"Pimephales.promelas","15","Non-native"
"Pimephales.promelas","16","Non-native"
"Pimephales.promelas","17","Non-native"
"Pimephales.promelas","18","Non-native"
"Pimephales.tenellus","11","Non-native"
"Pimephales.vigilax","05","Non-native"
"Pimephales.vigilax","07","Non-native"
"Pimephales.vigilax","09","Non-native"
"Pimephales.vigilax","10","Non-native"
"Pimephales.vigilax","11","Non-native"
"Pimephales.vigilax","12","Non-native"
"Pimephales.vigilax","13","Non-native"
"Poecilia.formosa","12","Non-native"
"Poecilia.latipinna","12","Non-native"
"Poecilia.latipinna","13","Non-native"
"Poecilia.latipinna","18","Non-native"
"Pomoxis.annularis","03","Non-native"
"Pomoxis.annularis","04","Non-native"
"Pomoxis.annularis","05","Non-native"
"Pomoxis.annularis","07","Non-native"
"Pomoxis.annularis","09","Non-native"
"Pomoxis.annularis","10","Non-native"
"Pomoxis.annularis","11","Non-native"
"Pomoxis.annularis","13","Non-native"
"Pomoxis.annularis","17","Non-native"
"Pomoxis.annularis","18","Non-native"
"Pomoxis.nigromaculatus","01","Non-native"
"Pomoxis.nigromaculatus","02","Non-native"
"Pomoxis.nigromaculatus","09","Non-native"
"Pomoxis.nigromaculatus","10","Non-native"
"Pomoxis.nigromaculatus","11","Non-native"
"Pomoxis.nigromaculatus","12","Non-native"
"Pomoxis.nigromaculatus","16","Non-native"
"Pomoxis.nigromaculatus","17","Non-native"
"Pomoxis.nigromaculatus","18","Non-native"
"Pteronotropis.hypselopterus","03","Non-native"
"Pteronotropis.signipinnis","03","Non-native"
"Ptychocheilus.oregonensis","17","Non-native"
"Pylodictis.olivaris","03","Non-native"
"Pylodictis.olivaris","04","Non-native"
"Pylodictis.olivaris","07","Non-native"
"Pylodictis.olivaris","10","Non-native"
"Pylodictis.olivaris","11","Non-native"
"Pylodictis.olivaris","15","Non-native"
"Rhinichthys.atratulus","01","Non-native"
"Rhinichthys.atratulus","02","Non-native"
"Rhinichthys.atratulus","03","Non-native"
"Rhinichthys.atratulus","04","Non-native"
"Rhinichthys.atratulus","05","Non-native"
"Rhinichthys.atratulus","07","Non-native"
"Rhinichthys.atratulus","09","Non-native"
"Rhinichthys.atratulus","10","Non-native"
"Rhinichthys.atratulus","13","Non-native"
"Rhinichthys.cataractae","01","Non-native"
"Rhinichthys.cataractae","03","Non-native"
"Rhinichthys.cataractae","04","Non-native"
"Rhinichthys.cataractae","05","Non-native"
"Rhinichthys.cataractae","07","Non-native"
"Rhinichthys.cataractae","09","Non-native"
"Rhinichthys.cataractae","10","Non-native"
"Rhinichthys.cataractae","13","Non-native"
"Rhinichthys.cataractae","14","Non-native"
"Rhinichthys.cataractae","16","Non-native"
"Rhinichthys.cataractae","17","Non-native"
"Rhinichthys.osculus","10","Non-native"
"Rhinichthys.osculus","15","Non-native"
"Rhinichthys.osculus","16","Non-native"
"Rhinichthys.osculus","17","Non-native"
"Richardsonius.balteatus","10","Non-native"
"Richardsonius.balteatus","14","Non-native"
"Richardsonius.balteatus","16","Non-native"
"Richardsonius.balteatus","17","Non-native"
"Richardsonius.egregius","17","Non-native"
"Salmo.salar","01","Non-native"
"Salmo.salar","02","Non-native"
"Salmo.trutta","01","Non-native"
"Salmo.trutta","02","Non-native"
"Salmo.trutta","03","Non-native"
"Salmo.trutta","04","Non-native"
"Salmo.trutta","05","Non-native"
"Salmo.trutta","06","Non-native"
"Salmo.trutta","07","Non-native"
"Salmo.trutta","10","Non-native"
"Salmo.trutta","11","Non-native"
"Salmo.trutta","13","Non-native"
"Salmo.trutta","14","Non-native"
"Salmo.trutta","15","Non-native"
"Salmo.trutta","16","Non-native"
"Salmo.trutta","17","Non-native"
"Salmo.trutta","18","Non-native"
"Salvelinus.fontinalis","01","Non-native"
"Salvelinus.fontinalis","04","Non-native"
"Salvelinus.fontinalis","05","Non-native"
"Salvelinus.fontinalis","07","Non-native"
"Salvelinus.fontinalis","09","Non-native"
"Salvelinus.fontinalis","10","Non-native"
"Salvelinus.fontinalis","11","Non-native"
"Salvelinus.fontinalis","13","Non-native"
"Salvelinus.fontinalis","14","Non-native"
"Salvelinus.fontinalis","15","Non-native"
"Salvelinus.fontinalis","16","Non-native"
"Salvelinus.fontinalis","17","Non-native"
"Salvelinus.fontinalis","18","Non-native"
"Sander.canadensis","05","Non-native"
"Sander.canadensis","07","Non-native"
"Sander.canadensis","10","Non-native"
"Sander.vitreus","01","Non-native"
"Sander.vitreus","02","Non-native"
"Sander.vitreus","05","Non-native"
"Sander.vitreus","07","Non-native"
"Sander.vitreus","09","Non-native"
"Sander.vitreus","10","Non-native"
"Sander.vitreus","16","Non-native"
"Semotilus.atromaculatus","02","Non-native"
"Semotilus.atromaculatus","03","Non-native"
"Semotilus.atromaculatus","04","Non-native"
"Semotilus.atromaculatus","09","Non-native"
"Semotilus.atromaculatus","10","Non-native"
"Semotilus.atromaculatus","11","Non-native"
"Semotilus.atromaculatus","13","Non-native"
"Semotilus.atromaculatus","14","Non-native"
"Semotilus.corporalis","01","Non-native"
"Semotilus.corporalis","03","Non-native"
"Semotilus.corporalis","04","Non-native"
"Semotilus.thoreauianus","03","Non-native"
"Thoburnia.rhothoeca","03","Non-native"
"Tinca.tinca","13","Non-native"
"Tinca.tinca","17","Non-native"
"Trinectes.maculatus","03","Non-native"
"Trinectes.maculatus","12","Non-native"
"Umbra.limi","01","Non-native"
"Umbra.limi","04","Non-native"
"Umbra.limi","09","Non-native"
