"SampleID","Npass"
"BDB-000051967",2
"BDB-000051974",2
"BDB-000051977",2
"BDB-000051983",2
"BDB-000051988",2
"BDB-000051995",2
"BDB-000051997",2
"BDB-000051998",2
"BDB-000051999",2
"BDB-000052000",2
"BDB-000052001",2
"BDB-000052002",2
"BDB-000052003",2
"BDB-000052004",2
"BDB-000052005",2
"BDB-000052006",2
"BDB-000052007",2
"BDB-000052008",2
"BDB-000052009",2
"BDB-000052017",2
"BDB-000052058",2
"BDB-000052082",1
"BDB-000052085",1
"BDB-000052086",1
"BDB-000052087",1
"BDB-000052088",1
"BDB-000052089",2
"BDB-000052129",1
"BDB-000052142",2
"BDB-000052143",2
"BDB-000052146",2
"BDB-000052147",2
"BDB-000052151",2
"BDB-000052152",2
"BDB-000052214",2
"BDB-000052215",2
"BDB-000052216",2
"BDB-000052217",2
"BDB-000052218",2
"BDB-000052219",2
"BDB-000052220",2
"BDB-000052221",2
"BDB-000052222",2
"BDB-000052223",2
"BDB-000052224",2
"BDB-000052225",2
"BDB-000052226",2
"BDB-000052228",2
"BDB-000052229",2
"BDB-000052230",2
"BDB-000052231",2
"BDB-000052232",2
"BDB-000052233",2
"BDB-000052251",2
"BDB-000052285",2
"BDB-000052295",2
"BDB-000052296",2
"BDB-000052299",2
"BDB-000052320",2
"BDB-000052324",2
"BDB-000052329",1
"BDB-000052350",2
"BDB-000052423",1
"BDB-000052427",1
"BDB-000052441",1
"BDB-000052455",2
"BDB-000052456",2
"BDB-000052457",2
"BDB-000052472",2
"BDB-000052478",2
"BDB-000052569",2
"BDB-000052572",2
"BDB-000052581",2
"BDB-000052590",2
"BDB-000052591",2
"BDB-000052599",2
"BDB-000052611",2
"BDB-000052612",1
"BDB-000052613",2
"BDB-000052614",2
"BDB-000052624",2
"BDB-000052642",3
"BDB-000052654",2
"BDB-000052686",2
"BDB-000052690",2
"BDB-000052691",2
"BDB-000052692",2
"BDB-000052693",1
"BDB-000052694",2
"BDB-000052695",2
"BDB-000052696",2
"BDB-000052697",2
"BDB-000052698",2
"BDB-000052701",2
"BDB-000052702",2
"BDB-000052706",2
"BDB-000052717",1
"BDB-000052724",2
"BDB-000052727",2
"BDB-000052733",3
"BDB-000052734",3
"BDB-000052736",2
"BDB-000052737",2
"BDB-000052738",2
"BDB-000052748",2
"BDB-000052757",2
"BDB-000052766",1
"BDB-000052783",2
"BDB-000052788",1
"BDB-000052790",2
"BDB-000052798",2
"BDB-000052819",2
"BDB-000052825",2
"BDB-000052840",2
"BDB-000053032",1
"BDB-000053037",2
"BDB-000053040",2
"BDB-000053046",1
"BDB-000053048",2
"BDB-000053056",1
"BDB-000053064",2
"BDB-000053098",2
"BDB-000053099",2
"BDB-000053111",2
"BDB-000053112",2
"BDB-000053113",3
"BDB-000053120",1
"BDB-000053121",1
"BDB-000053122",1
"BDB-000053123",1
"BDB-000053124",1
"BDB-000053154",2
"BDB-000053155",2
"BDB-000053157",2
"BDB-000053170",1
"BDB-000053174",1
"BDB-000053175",2
"BDB-000053176",2
"BDB-000053177",2
"BDB-000053178",2
"BDB-000053179",2
"BDB-000053180",2
"BDB-000053181",2
"BDB-000053182",2
"BDB-000053183",2
"BDB-000053184",2
"BDB-000053185",2
"BDB-000053186",2
"BDB-000053187",2
"BDB-000053188",2
"BDB-000053189",2
"BDB-000053190",2
"BDB-000053191",2
"BDB-000053192",2
"BDB-000053193",1
"BDB-000053194",2
"BDB-000053195",2
"BDB-000053196",2
"BDB-000053197",2
"BDB-000053198",2
"BDB-000053199",2
"BDB-000053200",2
"BDB-000053201",2
"BDB-000053202",2
"BDB-000053203",2
"BDB-000053204",2
"BDB-000053205",2
"BDB-000053206",2
"BDB-000053207",2
"BDB-000053208",2
"BDB-000053209",2
"BDB-000053210",2
"BDB-000053211",2
"BDB-000053212",2
"BDB-000053213",2
"BDB-000053214",2
"BDB-000053215",2
"BDB-000053216",2
"BDB-000053217",2
"BDB-000053218",2
"BDB-000053219",2
"BDB-000053220",2
"BDB-000053221",2
"BDB-000053222",2
"BDB-000053223",2
"BDB-000053224",2
"BDB-000053225",2
"BDB-000053226",2
"BDB-000053227",2
"BDB-000053228",2
"BDB-000053229",2
"BDB-000053230",2
"BDB-000053231",2
"BDB-000053232",2
"BDB-000053233",2
"BDB-000053234",2
"BDB-000053235",2
"BDB-000053236",2
"BDB-000053237",2
"BDB-000053238",2
"BDB-000053239",2
"BDB-000053240",2
"BDB-000053241",2
"BDB-000053242",2
"BDB-000053243",2
"BDB-000053244",2
"BDB-000053245",2
"BDB-000053246",2
"BDB-000053247",2
"BDB-000053248",2
"BDB-000053249",2
"BDB-000053250",2
"BDB-000053251",2
"BDB-000053252",2
"BDB-000053253",2
"BDB-000053254",2
"BDB-000053255",2
"BDB-000053256",2
"BDB-000053257",2
"BDB-000053258",2
"BDB-000053259",2
"BDB-000053260",2
"BDB-000053261",2
"BDB-000053262",2
"BDB-000053263",2
"BDB-000053264",2
"BDB-000053265",1
"BDB-000053266",2
"BDB-000053267",2
"BDB-000053268",2
"BDB-000053269",2
"BDB-000053270",2
"BDB-000053271",2
"BDB-000053272",2
"BDB-000053273",2
"BDB-000053274",2
"BDB-000053275",2
"BDB-000053276",2
"BDB-000053277",2
"BDB-000053278",2
"BDB-000053279",2
"BDB-000053280",2
"BDB-000053281",2
"BDB-000053282",2
"BDB-000053283",2
"BDB-000053284",2
"BDB-000053285",2
"BDB-000053295",2
"BDB-000053301",1
"BDB-000053304",1
"BDB-000053306",2
"BDB-000053308",2
"BDB-000053313",2
"BDB-000053314",2
"BDB-000053315",2
"BDB-000053316",2
"BDB-000053317",2
"BDB-000053322",2
"BDB-000053324",2
"BDB-000053325",2
"BDB-000053326",1
"BDB-000053329",2
"BDB-000053334",2
"BDB-000053335",2
"BDB-000053336",2
"BDB-000053337",2
"BDB-000053339",2
"BDB-000053344",2
"BDB-000053357",2
"BDB-000053359",2
"BDB-000053360",2
"BDB-000053361",2
"BDB-000053362",2
"BDB-000053366",2
"BDB-000053370",2
"BDB-000053374",1
"BDB-000053375",2
"BDB-000053380",2
"BDB-000053392",2
"BDB-000053393",2
"BDB-000053394",2
"BDB-000053395",2
"BDB-000053629",1
"BDB-000053635",2
"BDB-000053636",3
"BDB-000053643",2
"BDB-000053653",2
"BDB-000053654",2
"BDB-000053672",2
"BDB-000053694",2
"BDB-000053708",1
"BDB-000053712",2
"BDB-000053826",2
"BDB-000053827",2
"BDB-000053830",2
"BDB-000053878",2
"BDB-000053890",2
"BDB-000053934",2
"BDB-000053935",2
"BDB-000053963",2
"BDB-000053968",2
"BDB-000053969",2
"BDB-000053970",2
"BDB-000053971",2
"BDB-000053972",2
"BDB-000053973",2
"BDB-000053974",2
"BDB-000053975",2
"BDB-000053976",1
"BDB-000053977",2
"BDB-000053978",2
"BDB-000053979",2
"BDB-000053980",2
"BDB-000053981",2
"BDB-000053982",2
"BDB-000053983",2
"BDB-000053984",1
"BDB-000053985",2
"BDB-000053986",2
"BDB-000053987",2
"BDB-000053988",2
"BDB-000053989",2
"BDB-000053990",2
"BDB-000053991",2
"BDB-000053992",2
"BDB-000053993",2
"BDB-000053994",2
"BDB-000053995",2
"BDB-000053996",2
"BDB-000053997",2
"BDB-000053998",2
"BDB-000053999",2
"BDB-000054000",2
"BDB-000054001",2
"BDB-000054002",2
"BDB-000054003",2
"BDB-000054004",2
"BDB-000054005",2
"BDB-000054006",2
"BDB-000054007",2
"BDB-000054008",2
"BDB-000054009",2
"BDB-000054010",2
"BDB-000054011",2
"BDB-000054012",2
"BDB-000054013",2
"BDB-000054014",2
"BDB-000054015",2
"BDB-000054016",2
"BDB-000054017",2
"BDB-000054018",2
"BDB-000054019",2
"BDB-000054020",2
"BDB-000054021",2
"BDB-000054022",2
"BDB-000054023",2
"BDB-000054024",2
"BDB-000054025",2
"BDB-000054026",2
"BDB-000054027",2
"BDB-000054028",2
"BDB-000054029",2
"BDB-000054030",2
"BDB-000054031",2
"BDB-000054032",2
"BDB-000054033",2
"BDB-000054034",2
"BDB-000054035",2
"BDB-000054036",2
"BDB-000054037",2
"BDB-000054038",2
"BDB-000054039",2
"BDB-000054040",2
"BDB-000054041",2
"BDB-000054042",2
"BDB-000054043",2
"BDB-000054044",2
"BDB-000054045",2
"BDB-000054046",2
"BDB-000054047",2
"BDB-000054048",2
"BDB-000054049",2
"BDB-000054050",2
"BDB-000054051",2
"BDB-000054052",2
"BDB-000054053",2
"BDB-000054054",2
"BDB-000054179",2
"BDB-000054225",2
"BDB-000054249",2
"BDB-000054259",2
"BDB-000054345",2
"BDB-000054348",2
"BDB-000054349",2
"BDB-000054381",2
"BDB-000054392",2
"BDB-000054401",2
"BDB-000054407",2
"BDB-000054409",2
"BDB-000054412",2
"BDB-000054413",2
"BDB-000054431",2
"BDB-000054623",2
"BDB-000054734",1
"BDB-000054735",1
"BDB-000054736",1
"BDB-000054737",1
"BDB-000054738",1
"BDB-000054739",1
"BDB-000054740",1
"BDB-000054741",1
"BDB-000054742",1
"BDB-000054743",1
"BDB-000054744",1
"BDB-000054745",1
"BDB-000054746",1
"BDB-000054747",1
"BDB-000054748",1
"BDB-000054749",1
"BDB-000054750",1
"BDB-000054751",1
"BDB-000054752",1
"BDB-000054753",1
"BDB-000054754",1
"BDB-000054755",1
"BDB-000054756",1
"BDB-000054757",1
"BDB-000054758",1
"BDB-000054759",1
"BDB-000054760",1
"BDB-000054761",1
"BDB-000054762",1
"BDB-000054763",1
"BDB-000054764",1
"BDB-000054765",1
"BDB-000054766",1
"BDB-000054767",1
"BDB-000054768",1
"BDB-000054769",1
"BDB-000054770",1
"BDB-000054771",1
"BDB-000054772",1
"BDB-000054773",1
"BDB-000054774",1
"BDB-000054775",1
"BDB-000054776",1
"BDB-000054777",1
"BDB-000054824",1
"BDB-000054850",1
"BDB-000054855",1
"BDB-000054891",2
"BDB-000054896",3
"BDB-000054903",2
"BDB-000054904",2
"BDB-000054915",2
"BDB-000054933",2
"BDB-000054979",2
"BDB-000055037",2
"BDB-000055136",2
"BDB-000055154",2
"BDB-000055177",2
"BDB-000055193",2
"BDB-000055229",2
"BDB-000055234",2
"BDB-000055237",2
"BDB-000055260",2
"BDB-000055261",2
"BDB-000055269",2
"BDB-000055272",2
"BDB-000055322",1
"BDB-000055325",2
"BDB-000055327",1
"BDB-000055340",2
"BDB-000055348",2
"BDB-000055374",2
"BDB-000055378",2
"BDB-000055383",2
"BDB-000055388",2
"BDB-000055391",2
"BDB-000055395",2
"BDB-000055403",2
"BDB-000055410",2
"BDB-000055411",2
"BDB-000055412",2
"BDB-000055414",2
"BDB-000055415",2
"BDB-000055419",2
"BDB-000055422",2
"BDB-000055426",2
"BDB-000055430",2
"BDB-000055432",2
"BDB-000055433",2
"BDB-000055442",2
"BDB-000055443",2
"BDB-000055447",2
"BDB-000055468",1
"BDB-000055470",1
"BDB-000055472",1
"BDB-000055473",1
"BDB-000055474",1
"BDB-000055475",1
"BDB-000055476",1
"BDB-000055477",1
"BDB-000055478",1
"BDB-000055479",1
"BDB-000055480",1
"BDB-000055481",1
"BDB-000055482",1
"BDB-000055483",1
"BDB-000055484",1
"BDB-000055485",1
"BDB-000055486",1
"BDB-000055487",1
"BDB-000055488",1
"BDB-000055489",1
"BDB-000055490",1
"BDB-000055491",1
"BDB-000055492",1
"BDB-000055493",1
"BDB-000055495",1
"BDB-000055496",1
"BDB-000055497",1
"BDB-000055498",1
"BDB-000055499",1
"BDB-000055500",1
"BDB-000055501",1
"BDB-000055502",1
"BDB-000055503",1
"BDB-000055504",1
"BDB-000055505",1
"BDB-000055507",1
"BDB-000055508",1
"BDB-000055509",1
"BDB-000055510",1
"BDB-000055511",1
"BDB-000055512",1
"BDB-000055513",1
"BDB-000055514",1
"BDB-000055515",1
"BDB-000055516",1
"BDB-000055517",1
"BDB-000055519",1
"BDB-000055520",1
"BDB-000055521",1
"BDB-000055522",1
"BDB-000055523",1
"BDB-000055524",1
"BDB-000055525",1
"BDB-000055526",1
"BDB-000055527",1
"BDB-000055528",1
"BDB-000055529",1
"BDB-000055530",1
"BDB-000055531",1
"BDB-000055532",1
"BDB-000055533",1
"BDB-000055534",1
"BDB-000055535",1
"BDB-000055536",1
"BDB-000055537",1
"BDB-000055538",1
"BDB-000055539",1
"BDB-000055540",1
"BDB-000055541",1
"BDB-000055542",1
"BDB-000055543",1
"BDB-000055544",1
"BDB-000055545",1
"BDB-000055546",1
"BDB-000055547",1
"BDB-000055548",1
"BDB-000055549",1
"BDB-000055550",1
"BDB-000055551",1
"BDB-000055552",1
"BDB-000055553",1
"BDB-000055554",1
"BDB-000055555",1
"BDB-000055556",2
"BDB-000055557",1
"BDB-000055558",1
"BDB-000055559",1
"BDB-000055560",1
"BDB-000055561",1
"BDB-000055562",2
"BDB-000055563",1
"BDB-000055564",1
"BDB-000055565",1
"BDB-000055566",1
"BDB-000055567",1
"BDB-000055568",2
"BDB-000055569",1
"BDB-000055570",1
"BDB-000055571",1
"BDB-000055572",1
"BDB-000055573",1
"BDB-000055574",2
"BDB-000055575",1
"BDB-000055576",1
"BDB-000055577",1
"BDB-000055581",1
"BDB-000055582",1
"BDB-000055583",1
"BDB-000055584",3
"BDB-000055585",1
"BDB-000055586",1
"BDB-000055587",1
"BDB-000055588",1
"BDB-000055589",1
"BDB-000055590",3
"BDB-000055592",1
"BDB-000055593",1
"BDB-000055594",1
"BDB-000055595",1
"BDB-000055596",1
"BDB-000055597",1
"BDB-000055598",1
"BDB-000055599",1
"BDB-000055600",1
"BDB-000055601",1
"BDB-000055602",1
"BDB-000055603",1
"BDB-000055604",1
"BDB-000055605",1
"BDB-000055606",1
"BDB-000055607",1
"BDB-000055608",1
"BDB-000055609",1
"BDB-000055610",1
"BDB-000055611",1
"BDB-000055612",1
"BDB-000055613",1
"BDB-000055627",1
"BDB-000055630",1
"BDB-000055631",1
"BDB-000055634",1
"BDB-000055638",1
"BDB-000055640",1
"BDB-000055643",1
"BDB-000055645",1
"BDB-000055647",1
"BDB-000055648",1
"BDB-000055650",1
"BDB-000055651",1
"BDB-000055652",1
"BDB-000055653",1
"BDB-000055654",1
"BDB-000055655",1
"BDB-000055656",1
"BDB-000055657",1
"BDB-000055658",1
"BDB-000055659",1
"BDB-000056204",2
"BDB-000056210",2
"BDB-000056212",2
"BDB-000056217",3
"BDB-000056220",2
"BDB-000056224",1
"BDB-000056235",2
"BDB-000056241",2
"BDB-000056337",2
"BDB-000056387",2
"BDB-000056442",2
"BDB-000056443",2
"BDB-000056485",2
"BDB-000056493",2
"BDB-000056522",2
"BDB-000056582",2
"BDB-000056677",2
"BDB-000056678",2
"BDB-000056684",2
"BDB-000056692",2
"BDB-000056694",2
"BDB-000056698",2
"BDB-000056703",2
"BDB-000056708",1
"BDB-000056709",1
"BDB-000056710",1
"BDB-000056715",2
"BDB-000056721",2
"BDB-000056722",2
"BDB-000056733",2
"BDB-000056739",2
"BDB-000056740",2
"BDB-000056741",2
"BDB-000056743",1
"BDB-000056745",2
"BDB-000056751",2
"BDB-000056755",2
"BDB-000056770",2
"BDB-000056771",2
"BDB-000056773",2
"BDB-000056779",1
"BDB-000056782",2
"BDB-000056789",1
"BDB-000056790",2
"BDB-000056791",2
"BDB-000056792",2
"BDB-000056872",2
"BDB-000056873",2
"BDB-000056876",2
"BDB-000056877",1
"BDB-000056878",1
"BDB-000056879",1
"BDB-000056880",1
"BDB-000056882",1
"BDB-000056883",1
"BDB-000056884",1
"BDB-000056886",1
"BDB-000056887",1
"BDB-000056888",1
"BDB-000056889",1
"BDB-000056890",1
"BDB-000056910",2
"BDB-000056995",2
"BDB-000056998",2
"BDB-000056999",2
"BDB-000057045",2
"BDB-000057047",1
"BDB-000057173",2
"BDB-000057309",2
"BDB-000057310",2
"BDB-000057312",2
"BDB-000057313",1
"BDB-000057324",2
"BDB-000057354",2
"BDB-000057364",2
"BDB-000057392",2
"BDB-000057394",2
"BDB-000057409",2
"BDB-000057416",2
"BDB-000057418",2
"BDB-000057419",1
"BDB-000057420",1
"BDB-000057421",1
"BDB-000057422",1
"BDB-000057423",1
"BDB-000057424",1
"BDB-000057425",1
"BDB-000057426",1
"BDB-000057437",2
"BDB-000057476",2
"BDB-000057482",1
"BDB-000057499",2
"BDB-000057501",2
"BDB-000057504",2
"BDB-000057546",2
"BDB-000057568",2
"BDB-000057569",2
"BDB-000057584",2
"BDB-000057593",2
"BDB-000057614",2
"BDB-000057615",2
"BDB-000057626",2
"BDB-000057644",2
"BDB-000057645",2
"BDB-000057673",1
"BDB-000057674",1
"BDB-000057675",1
"BDB-000057676",1
"BDB-000057677",1
"BDB-000057678",1
"BDB-000057679",1
"BDB-000057680",1
"BDB-000057681",1
"BDB-000057682",1
"BDB-000057683",1
"BDB-000057706",2
"BDB-000057707",2
"BDB-000057708",2
"BDB-000057709",2
"BDB-000057732",2
"BDB-000057737",1
"BDB-000057738",1
"BDB-000057745",2
"BDB-000057746",2
"BDB-000057747",2
"BDB-000057748",1
"BDB-000057749",2
"BDB-000057750",2
"BDB-000057752",2
"BDB-000057753",2
"BDB-000057754",2
"BDB-000057755",2
"BDB-000057756",2
"BDB-000057757",2
"BDB-000057758",2
"BDB-000057759",2
"BDB-000057760",2
"BDB-000057762",2
"BDB-000057764",2
"BDB-000057767",2
"BDB-000057770",2
"BDB-000057771",2
"BDB-000057779",2
"BDB-000057780",2
"BDB-000057781",2
"BDB-000057787",2
"BDB-000057788",2
"BDB-000057811",2
"BDB-000057812",2
"BDB-000057813",2
"BDB-000057814",2
"BDB-000057815",2
"BDB-000057816",2
"BDB-000057817",2
"BDB-000057818",2
"BDB-000057819",2
"BDB-000057822",3
"BDB-000057823",2
"BDB-000057824",2
"BDB-000057827",2
"BDB-000057831",2
"BDB-000057832",2
"BDB-000057833",2
"BDB-000057834",2
"BDB-000057835",1
"BDB-000057846",2
"BDB-000057861",2
"BDB-000057862",2
"BDB-000057866",2
"BDB-000057887",2
"BDB-000057909",2
"BDB-000057911",2
"BDB-000057920",2
"BDB-000057926",2
"BDB-000057929",2
"BDB-000057938",2
"BDB-000057939",2
"BDB-000057947",2
"BDB-000057952",2
"BDB-000057955",2
"BDB-000057981",2
"BDB-000057997",2
"BDB-000057998",2
"BDB-000057999",2
"BDB-000058000",2
"BDB-000058001",2
"BDB-000058003",2
"BDB-000058025",2
"BDB-000058026",2
"BDB-000058034",2
"BDB-000058045",1
"BDB-000058046",1
"BDB-000058047",1
"BDB-000058048",1
"BDB-000058049",1
"BDB-000058050",1
"BDB-000058052",1
"BDB-000058053",1
"BDB-000058057",1
"BDB-000058062",1
"BDB-000058064",1
"BDB-000058095",1
"BDB-000058096",1
"BDB-000058099",2
"BDB-000058101",2
"BDB-000058103",2
"BDB-000058176",2
"BDB-000058177",2
"BDB-000058178",2
"BDB-000058179",2
"BDB-000058181",2
"BDB-000058182",2
"BDB-000058183",2
"BDB-000058184",2
"BDB-000058193",1
"BDB-000058211",2
"BDB-000058221",2
"1319",1
"1320",1
"1322",1
"1323",1
"1324",0
"1325",1
"1327",1
"1328",1
"1329",1
"1331",1
"1333",1
"1334",1
"1335",1
"1336",1
"1338",1
"1417",1
"9694",1
"9830",1
"9832",1
"9920",0
"9922",0
"9923",0
"9924",1
"9928",1
"10000",1
"10001",1
"10002",1
"10003",1
"10004",1
"10006",1
"10007",1
"10060",1
"10828",1
"10829",0
"10842",0
"10854",1
"10872",1
"10875",1
"10876",1
"10887",1
"10888",1
"10893",1
"10896",1
"10897",1
"10899",1
"10900",1
"10926",1
"10927",0
"10954",1
"10958",1
"10962",1
"10963",1
"10965",0
"10969",1
"10971",0
"10973",1
"10978",1
"10979",1
"10990",1
"10994",1
"10995",1
"10996",1
"10997",1
"10998",1
"10999",1
"11000",1
"11001",1
"11002",1
"11003",1
"11004",1
"11005",1
"11013",1
"11014",1
"11016",1
"11017",1
"11018",1
"11020",1
"11021",1
"11022",1
"11025",1
"11026",1
"11027",1
"11031",1
"11035",1
"11036",1
"11037",1
"11039",1
"11040",1
"11041",1
"11042",1
"11044",1
"11045",1
"11046",1
"11047",1
"11051",1
"11053",1
"11079",1
"11080",1
"11081",1
"11082",1
"11083",1
"11084",1
"11085",0
"11086",1
"11087",1
"11088",1
"11089",1
"11090",1
"11091",1
"11093",1
"11094",1
"11095",1
"11096",1
"11097",1
"11098",1
"11099",1
"11100",1
"11106",1
"11109",1
"11114",1
"11117",1
"11119",1
"11121",1
"11123",1
"11124",1
"11125",1
"11134",1
"11135",1
"11136",1
"11137",1
"11138",1
"11139",1
"11140",1
"11144",0
"11146",1
"11151",1
"11153",1
"11175",1
"11176",1
"11177",1
"11180",1
"11181",1
"11182",1
"11183",1
"11184",1
"11185",0
"11187",1
"11188",1
"11189",1
"11191",1
"11192",1
"11193",1
"11194",1
"11195",1
"11196",1
"11197",1
"11198",1
"11199",1
"11200",1
"11201",1
"11203",1
"11205",1
"11206",1
"11207",1
"11208",1
"11210",1
"11211",1
"11213",1
"11214",1
"11215",1
"11217",1
"11218",1
"11219",1
"11220",1
"11221",1
"11222",1
"11228",1
"11229",1
"11230",1
"11231",1
"11232",1
"11233",1
"11234",1
"11235",1
"11236",1
"11237",1
"11238",1
"11239",1
"11240",1
"11241",1
"11242",1
"11244",1
"11245",1
"11246",1
"11247",1
"11248",1
"11249",1
"11250",1
"11251",1
"11254",1
"11255",1
"11256",1
"11257",1
"11258",1
"11259",1
"11260",1
"11266",1
"11279",1
"11280",1
"11282",1
"11285",1
"11286",1
"11287",1
"11288",1
"11296",1
"11297",1
"11299",1
"11300",1
"11301",1
"11302",1
"11303",1
"11307",1
"11309",1
"11310",1
"11311",1
"11314",0
"11315",1
"11316",1
"11317",1
"11318",1
"11319",1
"11320",1
"11321",0
"11322",0
"11324",1
"11325",0
"11327",1
"11328",0
"11330",1
"11335",1
"11342",1
"11455",1
"11457",1
"11458",1
"11459",1
"11460",1
"11461",1
"11462",1
"11463",1
"11464",1
"11465",1
"11466",1
"11469",1
"11470",1
"11471",1
"11472",1
"11474",1
"11476",1
"11477",1
"11479",1
"11480",1
"11481",1
"11482",0
"11485",1
"11486",1
"11491",1
"11492",1
"11501",1
"11502",1
"11503",1
"11505",1
"11507",1
"11508",1
"11509",1
"11511",1
"11512",1
"11513",1
"11515",1
"11516",1
"11526",1
"11527",1
"11528",1
"11529",1
"11530",1
"11531",1
"11534",1
"11537",1
"11540",1
"11541",1
"11542",1
"11543",1
"11546",0
"11563",1
"11564",1
"11567",1
"11569",1
"11570",1
"11573",1
"11575",1
"11576",1
"11577",1
"11582",1
"11587",1
"11588",1
"11589",1
"11590",1
"11593",1
"11595",1
"11597",1
"11598",1
"11599",1
"11600",1
"11601",1
"11651",1
"11652",1
"11653",1
"11654",1
"11661",1
"11662",1
"11663",1
"11664",1
"11665",1
"11666",1
"11668",1
"11669",1
"11670",1
"11671",1
"11672",1
"11673",1
"11674",1
"11675",1
"11676",1
"11677",1
"11702",1
"11703",1
"11704",1
"11708",1
"11709",1
"11710",1
"11711",1
"11712",1
"11713",1
"11718",1
"11719",1
"11720",1
"11721",1
"11722",1
"11723",1
"11724",1
"11726",1
"11727",1
"11728",1
"11732",1
"11733",1
"11734",1
"11735",1
"11737",1
"11738",1
"11739",1
"11740",1
"11741",1
"11742",1
"11743",1
"11747",1
"11750",1
"11751",1
"11764",1
"11765",1
"11766",1
"11767",1
"11768",1
"11769",1
"11770",1
"11773",1
"11774",1
"11775",1
"11776",1
"11777",1
"11778",1
"11780",1
"11781",1
"11783",1
"11784",1
"11785",1
"11786",1
"11787",1
"11789",1
"11790",1
"11791",1
"11792",1
"11794",1
"11798",1
"11799",1
"11806",1
"11807",1
"11808",1
"11813",1
"11814",1
"11815",1
"11816",1
"11818",1
"11819",1
"11820",0
"11821",1
"11823",1
"11824",1
"11825",1
"11828",1
"11831",1
"11832",1
"11833",1
"11835",1
"11836",1
"11837",1
"11838",1
"11840",1
"11845",1
"11878",1
"11879",1
"11880",1
"11881",1
"11882",0
"11883",1
"11884",1
"11888",1
"11889",1
"11890",1
"11891",1
"11892",1
"11893",1
"11895",1
"11896",1
"11897",1
"11898",1
"11899",1
"11900",1
"11901",1
"11902",1
"11904",1
"11910",1
"11919",1
"11920",1
"11921",1
"11936",1
"11937",1
"11938",1
"11940",1
"11941",1
"11943",1
"11944",1
"11945",1
"11946",1
"11957",1
"11959",1
"11960",1
"11961",1
"11962",1
"11963",1
"11971",1
"11972",1
"11974",1
"11975",1
"11979",1
"11980",1
"11981",0
"11982",1
"11983",1
"11984",1
"11985",1
"11986",1
"11987",1
"11988",1
"11989",1
"12014",1
"12015",1
"12016",0
"12017",1
"12018",1
"12019",1
"12020",1
"12021",0
"12022",1
"12023",0
"12024",1
"12027",1
"12028",1
"12029",1
"12030",1
"12031",1
"12032",1
"12033",1
"12034",0
"12035",1
"12036",1
"12041",1
"12060",1
"12061",1
"12062",1
"12064",1
"12065",1
"12066",1
"12067",1
"12068",1
"12069",1
"12070",1
"12071",1
"12072",1
"12073",1
"12074",1
"12075",1
"12076",1
"12077",1
"12078",1
"12082",1
"12087",1
"12103",1
"12104",1
"12105",1
"12106",1
"12111",1
"12112",1
"12113",1
"12114",1
"12116",0
"12117",1
"12130",1
"12131",1
"12132",1
"12133",1
"12134",1
"12138",1
"12141",1
"12146",1
"12162",1
"12163",1
"12164",1
"12165",1
"12166",1
"12168",1
"12169",1
"12171",1
"12172",1
"12176",1
"12177",1
"12179",1
"12180",1
"12181",1
"12184",1
"12185",1
"12186",1
"12190",1
"12192",1
"12193",1
"12194",1
"12195",1
"12196",1
"12197",1
"12199",1
"12200",1
"12205",1
"12206",1
"12217",0
"12224",0
"12228",1
"12237",1
"12239",1
"12241",1
"12242",1
"12243",1
"12244",1
"12245",1
"12247",1
"12248",1
"12249",1
"12250",1
"12251",1
"12252",0
"12253",1
"12254",1
"12255",1
"12256",1
"12257",1
"12258",1
"12259",1
"12260",1
"12263",0
"12264",1
"12266",0
"12267",1
"12274",1
"12275",1
"12276",1
"12290",1
"12291",1
"12292",1
"12293",1
"12294",1
"12295",1
"12296",1
"12297",1
"12300",1
"12302",1
"12305",1
"12306",1
"12307",1
"12308",1
"12320",1
"12324",1
"12331",1
"12334",1
"12338",1
"12339",1
"12340",1
"12341",1
"12342",1
"12345",1
"12346",1
"12347",1
"12348",1
"12349",1
"12351",1
"12352",1
"12353",1
"12354",1
"12355",1
"12356",1
"12357",1
"12358",1
"12359",1
"12365",1
"12368",1
"12370",1
"12371",1
"12374",1
"12375",1
"12377",1
"12381",1
"12382",1
"12384",1
"12385",1
"12387",1
"12398",1
"12402",1
"12405",1
"12406",1
"12407",1
"12408",1
"12410",1
"12411",1
"12412",1
"12413",1
"12414",1
"12424",1
"12426",1
"12427",1
"12428",1
"12435",1
"12436",1
"12437",0
"12441",1
"12442",1
"12443",1
"12444",1
"12445",1
"12446",1
"12447",1
"12448",1
"12449",1
"12450",1
"12452",1
"12453",1
"12454",1
"12465",1
"12466",1
"12467",1
"12468",1
"12469",1
"12470",1
"12471",1
"12472",1
"12473",1
"12474",1
"12475",1
"12476",1
"12477",1
"12478",1
"12479",1
"12480",1
"12481",1
"12482",0
"12483",1
"12484",1
"12485",1
"12486",1
"12487",1
"12497",1
"12499",1
"12500",1
"12502",1
"12503",1
"12504",1
"12505",1
"12506",1
"12507",1
"12508",1
"12509",1
"12510",1
"12512",1
"12513",1
"12514",1
"12515",1
"12516",1
"12517",1
"12525",1
"12543",1
"12545",1
"12546",1
"12547",1
"12555",1
"12556",1
"12557",1
"12558",1
"12568",1
"12569",1
"12570",1
"12571",1
"12583",1
"12596",1
"12710",1
"12711",1
"12712",1
"12713",1
"12714",1
"12715",1
"12716",1
"12717",1
"12718",1
"12719",1
