"SampleID","Npass"
"BDB-000035791",1
"BDB-000035792",1
"BDB-000035793",1
"BDB-000035931",1
"BDB-000035937",1
"BDB-000035956",1
"BDB-000035957",1
"BDB-000036062",2
"BDB-000036063",2
"BDB-000036065",2
"BDB-000036066",2
"BDB-000036067",2
"BDB-000036068",1
"BDB-000036069",1
"BDB-000036070",1
"BDB-000036071",1
"BDB-000036072",1
"BDB-000036073",1
"BDB-000036074",2
"BDB-000036090",3
"BDB-000036223",2
"BDB-000036374",2
"BDB-000036376",2
"BDB-000036381",2
"BDB-000036388",2
"BDB-000036418",1
"BDB-000036539",2
"BDB-000036555",1
"BDB-000036556",1
"BDB-000036557",1
"BDB-000036558",1
"BDB-000036559",1
"BDB-000036560",1
"BDB-000036723",1
"BDB-000036733",1
"BDB-000036884",2
"BDB-000036885",2
"BDB-000036886",2
"BDB-000036893",2
"BDB-000036905",2
"BDB-000036906",1
"BDB-000036907",2
"BDB-000036908",2
"BDB-000036909",2
"BDB-000036913",2
"BDB-000037082",2
"BDB-000037097",2
"BDB-000037216",2
"BDB-000037217",2
"BDB-000037218",1
"BDB-000037219",1
"BDB-000037221",1
"BDB-000037222",1
"BDB-000037223",1
"BDB-000037224",1
"BDB-000037230",1
"BDB-000037231",2
"BDB-000037233",2
"BDB-000037234",2
"BDB-000037395",2
"BDB-000037402",2
"BDB-000037408",1
"BDB-000037548",2
"BDB-000037549",2
"BDB-000037552",2
"BDB-000037553",2
"BDB-000037554",2
"BDB-000037555",2
"BDB-000037737",2
"BDB-000037738",2
"BDB-000037745",2
"BDB-000037747",3
"BDB-000037749",2
"BDB-000037874",2
"BDB-000037875",2
"BDB-000037886",1
"BDB-000037887",2
"BDB-000037888",2
"BDB-000038049",2
"BDB-000038051",2
"BDB-000038059",2
"BDB-000038061",2
"BDB-000038062",2
"BDB-000038063",2
"BDB-000038064",2
"BDB-000038065",1
"BDB-000038379",2
"BDB-000038380",2
"BDB-000038382",1
"BDB-000038383",1
"BDB-000038384",1
"BDB-000038386",1
"BDB-000038387",1
"BDB-000038388",2
"BDB-000038389",2
"BDB-000038390",2
"BDB-000038395",1
"BDB-000038396",1
"BDB-000038515",2
"BDB-000038517",2
"BDB-000038686",1
"BDB-000038687",1
"BDB-000038693",1
"BDB-000038694",1
"BDB-000038698",1
"BDB-000038699",1
"BDB-000038702",1
"BDB-000038709",2
"BDB-000038718",1
"BDB-000038736",1
"BDB-000038759",1
"BDB-000038769",2
"BDB-000039214",2
"BDB-000039215",2
"BDB-000039216",2
"BDB-000039218",2
"BDB-000039219",2
"BDB-000039378",2
"BDB-000039579",2
"BDB-000039580",2
"BDB-000039583",2
"BDB-000039584",2
"BDB-000039585",2
"BDB-000039586",2
"BDB-000039587",1
"BDB-000039698",1
"BDB-000039712",1
"BDB-000040060",1
"BDB-000040074",2
"BDB-000040080",2
"BDB-000040091",1
"BDB-000040092",1
"BDB-000040160",2
"BDB-000040163",1
"BDB-000040164",1
"BDB-000040165",1
"BDB-000040166",1
"BDB-000040168",1
"BDB-000040190",1
"BDB-000040213",1
"BDB-000040215",1
"BDB-000040294",1
"BDB-000040295",1
"BDB-000040356",1
"BDB-000040358",1
"BDB-000040469",2
"BDB-000040517",1
"BDB-000040519",1
"BDB-000040520",1
"BDB-000040521",1
"BDB-000040522",1
"BDB-000040523",1
"BDB-000040524",1
"BDB-000040525",1
"BDB-000040526",1
"BDB-000040528",1
"BDB-000040529",1
"BDB-000040530",1
"BDB-000040532",1
"BDB-000040634",1
"BDB-000040646",1
"BDB-000040648",1
"BDB-000040651",1
"BDB-000040858",1
"BDB-000040859",1
"BDB-000040979",1
"BDB-000040987",1
"BDB-000040988",1
"BDB-000040992",1
"BDB-000040993",1
"BDB-000040994",1
"BDB-000040996",1
"BDB-000041026",2
"BDB-000041157",1
"BDB-000041215",1
"BDB-000041270",1
"BDB-000041289",2
"BDB-000041290",2
"BDB-000041291",2
"BDB-000041297",2
"BDB-000041326",2
"BDB-000041383",2
"BDB-000041385",2
"BDB-000041400",2
"BDB-000041401",2
"BDB-000041406",2
"BDB-000041407",2
"BDB-000041409",2
"BDB-000041410",2
"BDB-000041411",2
"BDB-000041412",2
"BDB-000041413",2
"BDB-000041444",1
"BDB-000041445",2
"BDB-000041461",2
"BDB-000041468",4
"BDB-000041513",2
"BDB-000041514",2
"BDB-000041522",2
"BDB-000041528",2
"BDB-000041537",2
"BDB-000041551",2
"BDB-000041601",3
"BDB-000041607",2
"BDB-000041629",2
"BDB-000041649",2
"BDB-000041650",2
"BDB-000041742",2
"BDB-000041746",2
"BDB-000041747",2
"BDB-000041752",2
"BDB-000041754",2
"BDB-000041755",2
"BDB-000041756",2
"BDB-000041759",2
"BDB-000041762",2
"BDB-000041764",2
"BDB-000041784",2
"BDB-000041785",2
"BDB-000041786",1
"BDB-000041787",2
"BDB-000041788",1
"BDB-000041789",1
"BDB-000041790",2
"BDB-000041791",2
"BDB-000041793",2
"BDB-000041818",3
"BDB-000041837",1
"BDB-000041839",2
"BDB-000041871",2
"BDB-000041877",2
"BDB-000041889",2
"BDB-000041904",2
"BDB-000041956",2
"BDB-000041978",2
"BDB-000042016",2
"BDB-000042017",2
"BDB-000042026",1
"BDB-000042027",1
"BDB-000042052",2
"BDB-000042090",2
"BDB-000042093",2
"BDB-000042099",2
"BDB-000042108",2
"BDB-000042111",2
"BDB-000042116",2
"BDB-000042121",2
"BDB-000042128",2
"BDB-000042175",2
"BDB-000042308",2
"BDB-000042324",2
"BDB-000042328",1
"BDB-000042350",2
"BDB-000042389",2
"BDB-000042445",1
"BDB-000042446",2
"BDB-000042449",2
"BDB-000042452",2
"BDB-000042453",2
"BDB-000042492",2
"BDB-000042495",2
"BDB-000042496",2
"BDB-000042498",1
"BDB-000042500",2
"BDB-000042545",2
"BDB-000042548",2
"BDB-000042549",2
"BDB-000042550",2
"BDB-000042551",2
"BDB-000042570",1
"BDB-000042571",1
"BDB-000042572",2
"BDB-000042574",2
"BDB-000042581",2
"BDB-000042582",2
"BDB-000042603",2
"BDB-000042647",2
"BDB-000042660",2
"BDB-000042666",2
"BDB-000042687",2
"BDB-000042758",1
"BDB-000042793",2
"BDB-000042799",2
"BDB-000042803",2
"BDB-000042808",2
"BDB-000042832",2
"BDB-000042836",2
"BDB-000042837",2
"BDB-000042838",2
"BDB-000042839",2
"BDB-000042841",2
"BDB-000042842",3
"BDB-000042890",2
"BDB-000042891",2
"BDB-000042904",2
"BDB-000042905",2
"BDB-000042906",2
"BDB-000042960",2
"BDB-000042999",4
"BDB-000043006",3
"BDB-000043007",3
"BDB-000043009",2
"BDB-000043010",2
"BDB-000043011",1
"BDB-000043012",2
"BDB-000043013",4
"BDB-000043014",1
"BDB-000043015",2
"BDB-000043022",2
"BDB-000043033",2
"BDB-000043034",2
"BDB-000043035",4
"BDB-000043049",2
"BDB-000043069",2
"BDB-000043098",2
"BDB-000043120",2
"BDB-000043124",1
"BDB-000043150",2
"BDB-000043160",1
"BDB-000043169",2
"BDB-000043173",2
"BDB-000043175",2
"BDB-000043178",2
"BDB-000043180",2
"BDB-000043182",2
"BDB-000043183",2
"BDB-000043184",2
"BDB-000043185",2
"BDB-000043190",2
"BDB-000043250",2
"BDB-000043251",2
"BDB-000043253",1
"BDB-000043294",2
"BDB-000043295",1
"BDB-000043367",2
"BDB-000043368",2
"BDB-000043369",2
"BDB-000043370",2
"BDB-000043377",2
"BDB-000043380",2
"BDB-000043385",2
"BDB-000043386",2
"BDB-000043387",2
"BDB-000043388",2
"BDB-000043390",2
"BDB-000043391",2
"BDB-000043393",2
"BDB-000043395",1
"BDB-000043396",2
"BDB-000043397",2
"BDB-000043398",2
"BDB-000043431",2
"BDB-000043432",2
"BDB-000043433",2
"BDB-000043435",2
"BDB-000043436",2
"BDB-000043453",2
"BDB-000043460",2
"BDB-000043462",2
"BDB-000043463",2
"BDB-000043469",2
"BDB-000043470",2
"BDB-000043471",2
"BDB-000043472",2
"BDB-000043473",2
"BDB-000043543",2
"BDB-000043545",2
"BDB-000043546",2
"BDB-000043547",2
"BDB-000043549",2
"BDB-000043550",2
"BDB-000043553",2
"BDB-000043555",2
"BDB-000043557",2
"BDB-000043591",2
"BDB-000043596",2
"BDB-000043599",2
"BDB-000043601",2
"BDB-000043603",2
"BDB-000043605",2
"BDB-000043606",2
"BDB-000043607",2
"BDB-000043609",2
"BDB-000043611",2
"BDB-000043613",2
"BDB-000043614",1
"BDB-000043615",1
"BDB-000043616",2
"BDB-000043618",2
"BDB-000043619",2
"BDB-000043622",2
"BDB-000043624",2
"BDB-000043631",2
"BDB-000043673",2
"BDB-000043686",1
"BDB-000043733",2
"BDB-000043746",2
"BDB-000043747",2
"BDB-000043748",2
"BDB-000043800",2
"BDB-000043801",2
"BDB-000043802",2
"BDB-000043803",2
"BDB-000043804",2
"BDB-000043805",2
"BDB-000043806",2
"BDB-000043817",1
"BDB-000043878",2
"BDB-000043893",2
"BDB-000043900",3
"BDB-000043906",2
"BDB-000043907",2
"BDB-000043909",2
"BDB-000043913",2
"BDB-000043916",2
"BDB-000043918",2
"BDB-000043919",2
"BDB-000043920",2
"BDB-000043921",2
"BDB-000043923",2
"BDB-000043941",2
"BDB-000043942",2
"BDB-000043948",2
"BDB-000043951",2
"BDB-000043955",2
"BDB-000043956",2
"BDB-000043957",2
"BDB-000043958",2
"BDB-000043959",2
"BDB-000043967",1
"BDB-000043982",2
"BDB-000044083",2
"BDB-000044085",2
"BDB-000044132",2
"BDB-000044143",2
"BDB-000044144",2
"BDB-000044146",2
"BDB-000044147",2
"BDB-000044148",2
"BDB-000044161",4
"BDB-000044189",1
"BDB-000044206",2
"BDB-000044253",1
"BDB-000044254",1
"BDB-000044255",1
"BDB-000044285",2
"BDB-000044308",1
"BDB-000044309",1
"BDB-000044310",1
"BDB-000044318",2
"BDB-000044329",2
"BDB-000044337",2
"BDB-000044339",2
"BDB-000044340",2
"BDB-000044341",2
"BDB-000044342",2
"BDB-000044343",2
"BDB-000044345",2
"BDB-000044360",2
"BDB-000044393",2
"BDB-000044436",2
"BDB-000044441",1
"BDB-000044487",2
"BDB-000044489",2
"BDB-000044490",2
"BDB-000044491",2
"BDB-000044497",2
"BDB-000044498",2
"BDB-000044499",2
"BDB-000044500",2
"BDB-000044503",2
"BDB-000044505",2
"BDB-000044506",2
"BDB-000044507",2
"BDB-000044508",2
"BDB-000044578",2
"BDB-000044587",2
"BDB-000044622",2
"BDB-000044669",2
"BDB-000044670",2
"BDB-000044674",2
"BDB-000044677",2
"BDB-000044682",2
"BDB-000044690",2
"BDB-000044693",2
"BDB-000044694",1
"BDB-000044695",2
"BDB-000044700",1
"BDB-000044704",2
"BDB-000044706",2
"BDB-000044707",2
"BDB-000044713",2
"BDB-000044766",2
"BDB-000044767",2
"BDB-000044769",2
"BDB-000044773",2
"BDB-000044774",2
"BDB-000044786",2
"BDB-000044938",2
"BDB-000044956",2
"BDB-000044960",2
"BDB-000045010",2
"BDB-000045011",1
"BDB-000045013",1
"BDB-000045093",2
"BDB-000045115",2
"BDB-000045116",2
"BDB-000045117",2
"BDB-000045118",1
"BDB-000045119",2
"BDB-000045120",1
"BDB-000045121",2
"BDB-000045125",2
"BDB-000045126",1
"BDB-000045127",2
"BDB-000045128",2
"BDB-000045130",2
"BDB-000045131",1
"BDB-000045132",2
"BDB-000045134",2
"BDB-000045138",2
"BDB-000045157",2
"BDB-000045158",2
"BDB-000045161",2
"BDB-000045232",2
"BDB-000045366",1
"BDB-000045372",1
"BDB-000045382",2
"BDB-000045386",1
"BDB-000045475",2
"BDB-000045581",2
"BDB-000045582",2
"BDB-000045583",1
"BDB-000045593",2
"BDB-000045594",2
"BDB-000045655",2
"BDB-000045666",2
"BDB-000045692",1
"BDB-000045718",2
"BDB-000045721",2
"BDB-000045731",2
"BDB-000045743",2
"BDB-000045747",2
"BDB-000045770",2
"BDB-000045785",1
"BDB-000045831",1
"BDB-000045848",2
"BDB-000045917",2
"BDB-000045967",2
"BDB-000045969",2
"BDB-000045970",2
"BDB-000045972",2
"BDB-000045973",2
"BDB-000045974",2
"BDB-000046011",2
"BDB-000046039",2
"BDB-000046040",2
"BDB-000046042",2
"BDB-000046063",2
"BDB-000046065",2
"BDB-000046098",2
"BDB-000046099",2
"BDB-000046111",2
"BDB-000046138",2
"BDB-000046139",2
"BDB-000046140",2
"BDB-000046186",2
"BDB-000046190",2
"BDB-000046191",2
"BDB-000046192",2
"BDB-000046199",2
"BDB-000046200",2
"BDB-000046201",2
"BDB-000046267",2
"BDB-000046287",2
"BDB-000046288",2
"BDB-000046289",2
"BDB-000046290",1
"BDB-000046291",2
"BDB-000046324",1
"BDB-000046332",1
"BDB-000046339",2
"BDB-000046347",2
"BDB-000046348",2
"BDB-000046349",2
"BDB-000046350",2
"BDB-000046351",2
"BDB-000046352",4
"BDB-000046353",2
"BDB-000046359",2
"BDB-000046389",2
"BDB-000046412",2
"BDB-000046413",2
"BDB-000046414",2
"BDB-000046415",2
"BDB-000046416",2
"BDB-000046417",2
"BDB-000046419",1
"BDB-000046420",1
"BDB-000046474",1
"BDB-000046475",2
"BDB-000046477",2
"BDB-000046493",2
"BDB-000046494",2
"BDB-000046495",2
"BDB-000046522",2
"BDB-000046545",2
"BDB-000046546",2
"BDB-000046547",2
"BDB-000046548",2
"BDB-000046552",2
"BDB-000046553",2
"BDB-000046554",2
"BDB-000046555",1
"BDB-000046556",1
"BDB-000046557",1
"BDB-000046558",2
"BDB-000046559",1
"BDB-000046560",1
"BDB-000046561",1
"BDB-000046563",1
"BDB-000046565",2
"BDB-000046568",2
"BDB-000046598",2
"BDB-000046600",1
"BDB-000046630",1
"BDB-000046631",2
"BDB-000046632",2
"BDB-000046698",1
"BDB-000046724",2
"BDB-000046739",2
"BDB-000046740",2
"BDB-000046742",2
"BDB-000046743",2
"BDB-000046746",2
"BDB-000046747",2
"BDB-000046783",2
"BDB-000046794",2
"BDB-000046800",2
"BDB-000046820",2
"BDB-000046888",2
"BDB-000046889",2
"BDB-000046890",2
"BDB-000046891",2
"BDB-000046899",2
"BDB-000046928",2
"BDB-000046929",2
"BDB-000046952",1
"BDB-000046955",1
"BDB-000046957",1
"BDB-000046959",1
"BDB-000046960",2
"BDB-000046961",2
"BDB-000046963",1
"BDB-000046964",1
"BDB-000046965",1
"BDB-000046966",1
"BDB-000046967",1
"BDB-000046968",2
"BDB-000046972",1
"BDB-000046973",2
"BDB-000046974",2
"BDB-000046976",1
"BDB-000046978",1
"BDB-000046979",1
"BDB-000046981",1
"BDB-000046982",1
"BDB-000046983",1
"BDB-000046984",2
"BDB-000046985",1
"BDB-000046986",1
"BDB-000046987",1
"BDB-000046989",1
"BDB-000046990",1
"BDB-000046991",1
"BDB-000046992",1
"BDB-000046993",1
"BDB-000046995",1
"BDB-000046996",1
"BDB-000046997",1
"BDB-000047000",1
"BDB-000047002",1
"BDB-000047004",2
"BDB-000047005",1
"BDB-000047007",1
"BDB-000047008",2
"BDB-000047010",1
"BDB-000047011",2
"BDB-000047012",1
"BDB-000047013",1
"BDB-000047014",2
"BDB-000047015",1
"BDB-000047018",1
"BDB-000047019",2
"BDB-000047020",2
"BDB-000047021",1
"BDB-000047023",1
"BDB-000047024",1
"BDB-000047025",4
"BDB-000047026",1
"BDB-000047027",1
"BDB-000047029",1
"BDB-000047030",1
"BDB-000047032",2
"BDB-000047033",2
"BDB-000047034",3
"BDB-000047036",1
"BDB-000047040",2
"BDB-000047041",1
"BDB-000047042",2
"BDB-000047043",2
"BDB-000047044",2
"BDB-000047045",1
"BDB-000047046",1
"BDB-000047047",1
"BDB-000047049",1
"BDB-000047050",2
"BDB-000047051",1
"BDB-000047052",1
"BDB-000047053",2
"BDB-000047055",2
"BDB-000047056",1
"BDB-000047057",1
"BDB-000047058",1
"BDB-000047061",1
"BDB-000047063",1
"BDB-000047064",2
"BDB-000047067",1
"BDB-000047068",2
"BDB-000047069",1
"BDB-000047070",1
"BDB-000047071",2
"BDB-000047072",3
"BDB-000047073",1
"BDB-000047076",1
"BDB-000047079",1
"BDB-000047080",2
"BDB-000047081",1
"BDB-000047083",1
"BDB-000047084",2
"BDB-000047086",2
"BDB-000047087",2
"BDB-000047090",1
"BDB-000047092",2
"BDB-000047093",2
"BDB-000047096",2
"BDB-000047124",2
"BDB-000047132",2
"BDB-000047134",2
"BDB-000047152",1
"BDB-000047209",4
"BDB-000047211",2
"BDB-000047214",4
"BDB-000047216",2
"BDB-000047217",2
"BDB-000047218",2
"BDB-000047251",2
"BDB-000047253",2
"BDB-000047257",2
"BDB-000047284",2
"BDB-000047315",2
"BDB-000047316",2
"BDB-000047317",2
"BDB-000047356",2
"BDB-000047357",2
"BDB-000047358",2
"BDB-000047362",2
"BDB-000047364",1
"BDB-000047370",2
"BDB-000047372",2
"BDB-000047402",2
"BDB-000047423",2
"BDB-000047424",2
"BDB-000047425",2
"BDB-000047436",2
"BDB-000047437",2
"BDB-000047439",2
"BDB-000047447",1
"BDB-000047452",2
"BDB-000047453",2
"BDB-000047455",2
"BDB-000047456",2
"BDB-000047493",2
"BDB-000047501",2
"BDB-000047530",2
"BDB-000047534",2
"BDB-000047535",2
"BDB-000047582",2
"BDB-000047592",1
"BDB-000047697",2
"BDB-000047703",2
"BDB-000047714",2
"BDB-000047715",2
"BDB-000047725",2
"BDB-000047726",2
"BDB-000047738",1
"BDB-000047754",2
"BDB-000047755",2
"BDB-000047762",2
"BDB-000047763",2
"BDB-000047764",2
"BDB-000047765",2
"BDB-000047766",2
"BDB-000047838",2
"BDB-000047845",2
"BDB-000047852",2
"BDB-000047853",2
"BDB-000047857",2
"BDB-000047868",2
"BDB-000047871",2
"BDB-000047872",2
"BDB-000047873",2
"BDB-000047874",2
"BDB-000047881",2
"BDB-000047882",2
"BDB-000047960",2
"BDB-000047964",2
"BDB-000047965",2
"BDB-000047967",2
"BDB-000047974",1
"BDB-000047975",1
"BDB-000047976",1
"BDB-000048003",2
"BDB-000048031",2
"BDB-000048064",2
"BDB-000048071",2
"BDB-000048112",2
"BDB-000048123",2
"BDB-000048136",1
"BDB-000048164",2
"BDB-000048213",2
"BDB-000048214",4
"BDB-000048215",2
"BDB-000048216",1
"BDB-000048217",2
"BDB-000048218",2
"BDB-000048219",2
"BDB-000048220",2
"BDB-000048221",2
"BDB-000048222",2
"BDB-000048223",2
"BDB-000048224",1
"BDB-000048233",1
"BDB-000048234",2
"BDB-000048235",2
"BDB-000048236",2
"BDB-000048243",2
"BDB-000048271",2
"BDB-000048334",2
"BDB-000048341",2
"BDB-000048342",2
"BDB-000048349",1
"BDB-000048350",1
"BDB-000048354",1
"BDB-000048355",1
"BDB-000048356",1
"BDB-000048371",2
"BDB-000048372",2
"BDB-000048388",2
"BDB-000048425",2
"BDB-000048426",2
"BDB-000048427",2
"BDB-000048428",2
"BDB-000048429",1
"BDB-000048431",2
"BDB-000048432",2
"BDB-000048433",2
"BDB-000048434",2
"BDB-000048442",2
"BDB-000048444",2
"BDB-000048446",2
"BDB-000048448",2
"BDB-000048449",2
"BDB-000048455",2
"BDB-000048456",2
"BDB-000048476",2
"BDB-000048487",2
"BDB-000048519",1
"BDB-000048530",2
"BDB-000048531",2
"BDB-000048547",2
"BDB-000048550",2
"BDB-000048579",2
"BDB-000048580",2
"BDB-000048581",2
"BDB-000048630",2
"BDB-000048657",2
"BDB-000048659",2
"BDB-000048660",2
"BDB-000048661",2
"BDB-000048663",2
"BDB-000048685",2
"BDB-000048686",2
"BDB-000048687",2
"BDB-000048705",2
"BDB-000048706",2
"BDB-000048707",2
"BDB-000048708",2
"BDB-000048715",2
"BDB-000048721",2
"BDB-000048725",2
"BDB-000048726",2
"BDB-000048727",2
"BDB-000048732",2
"BDB-000048734",2
"BDB-000048735",2
"BDB-000048736",2
"BDB-000048738",2
"BDB-000048739",2
"BDB-000048740",2
"BDB-000048741",2
"BDB-000048743",2
"BDB-000048781",3
"BDB-000048783",1
"BDB-000048788",1
"BDB-000048819",2
"BDB-000048823",2
"BDB-000048832",1
"BDB-000048850",2
"BDB-000048854",2
"BDB-000048857",2
"BDB-000048896",2
"BDB-000048897",2
"BDB-000048898",2
"BDB-000048899",2
"BDB-000048900",2
"BDB-000048905",2
"BDB-000048962",2
"BDB-000048963",2
"BDB-000048964",2
"BDB-000049002",1
"BDB-000049003",2
"BDB-000049018",1
"BDB-000049020",1
"BDB-000049021",2
"BDB-000049023",1
"BDB-000049025",1
"BDB-000049028",1
"BDB-000049030",1
"BDB-000049032",1
"BDB-000049033",1
"BDB-000049039",1
"BDB-000049040",1
"BDB-000049041",1
"BDB-000049043",1
"BDB-000049044",1
"BDB-000049045",1
"BDB-000049047",1
"BDB-000049049",1
"BDB-000049050",1
"BDB-000049051",2
"BDB-000049052",1
"BDB-000049053",1
"BDB-000049054",1
"BDB-000049055",1
"BDB-000049093",2
"BDB-000049107",2
"BDB-000049109",2
"BDB-000049113",2
"BDB-000049117",2
"BDB-000049119",2
"BDB-000049155",2
"BDB-000049156",2
"BDB-000049157",2
"BDB-000049175",1
"BDB-000049186",2
"BDB-000049187",2
"BDB-000049188",2
"BDB-000049189",2
"BDB-000049190",1
"BDB-000049191",2
"BDB-000049192",2
"BDB-000049193",2
"BDB-000049194",2
"BDB-000049195",2
"BDB-000049196",2
"BDB-000049197",2
"BDB-000049198",2
"BDB-000049199",2
"BDB-000049200",1
"BDB-000049201",2
"BDB-000049215",2
"BDB-000049216",2
"BDB-000049218",2
"BDB-000049219",2
"BDB-000049222",2
"BDB-000049224",2
"BDB-000049228",1
"BDB-000049229",1
"BDB-000049230",1
"BDB-000049232",1
"BDB-000049233",1
"BDB-000049234",1
"BDB-000049239",2
"BDB-000049256",2
"BDB-000049268",2
"BDB-000049284",2
"BDB-000049308",2
"BDB-000049341",2
"BDB-000049368",2
"BDB-000049369",2
"BDB-000049374",2
"BDB-000049384",2
"BDB-000049385",2
"BDB-000049386",1
"BDB-000049387",2
"BDB-000049388",2
"BDB-000049389",2
"BDB-000049390",2
"BDB-000049437",2
"BDB-000049446",2
"BDB-000049451",2
"BDB-000049489",1
"BDB-000049493",2
"BDB-000049531",1
"BDB-000049532",2
"BDB-000049533",1
"BDB-000049534",1
"BDB-000049535",1
"BDB-000049536",2
"BDB-000049537",1
"BDB-000049538",2
"BDB-000049539",1
"BDB-000049541",1
"BDB-000049553",2
"BDB-000049554",2
"BDB-000049555",2
"BDB-000049556",2
"BDB-000049557",2
"BDB-000049558",2
"BDB-000049559",2
"BDB-000049560",2
"BDB-000049568",1
"BDB-000049574",2
"BDB-000049575",1
"BDB-000049577",2
"BDB-000049579",1
"BDB-000049587",2
"BDB-000049589",2
"BDB-000049595",2
"BDB-000049598",2
"BDB-000049599",2
"BDB-000049620",2
"BDB-000049621",2
"BDB-000049640",2
"BDB-000049647",1
"BDB-000049661",2
"BDB-000049666",1
"BDB-000049674",2
"BDB-000049713",2
"BDB-000049720",2
"BDB-000049732",2
"BDB-000049733",2
"BDB-000049734",2
"BDB-000049735",2
"BDB-000049739",2
"BDB-000049758",2
"BDB-000049762",2
"BDB-000049768",2
"BDB-000049769",2
"BDB-000049770",2
"BDB-000049771",2
"BDB-000049772",1
"BDB-000049821",2
"BDB-000049834",2
"BDB-000049835",2
"BDB-000049839",2
"BDB-000049846",2
"BDB-000049848",2
"BDB-000049877",2
"BDB-000049908",1
"BDB-000049924",2
"BDB-000049947",2
"BDB-000049954",1
"BDB-000049955",1
"BDB-000049956",1
"BDB-000049957",1
"BDB-000049959",1
"BDB-000049961",2
"BDB-000049992",2
"BDB-000049993",2
"BDB-000049994",2
"BDB-000049996",2
"BDB-000050042",1
"BDB-000050066",2
"BDB-000050067",2
"BDB-000050068",2
"BDB-000050095",3
"BDB-000050097",1
"BDB-000050100",2
"BDB-000050112",2
"BDB-000050127",2
"BDB-000050218",1
"BDB-000050220",1
"BDB-000050235",1
"BDB-000050254",1
"BDB-000050258",1
"BDB-000050279",2
"BDB-000050287",2
"BDB-000050303",2
"BDB-000050307",2
"BDB-000050311",2
"BDB-000050318",1
"BDB-000050350",2
"BDB-000050354",2
"BDB-000050398",5
"BDB-000050453",2
"BDB-000050454",1
"BDB-000050459",2
"BDB-000050460",2
"BDB-000050461",2
"BDB-000050462",2
"BDB-000050698",1
"BDB-000050700",1
"BDB-000050703",2
"BDB-000050707",3
"BDB-000050718",1
"BDB-000050727",2
"BDB-000050760",2
"BDB-000050767",2
"BDB-000050768",2
"BDB-000050775",1
"BDB-000050778",1
"BDB-000050779",2
"BDB-000050780",2
"BDB-000050781",2
"BDB-000050782",1
"BDB-000050783",2
"BDB-000050784",1
"BDB-000050785",2
"BDB-000050786",2
"BDB-000050795",2
"BDB-000050796",2
"BDB-000050799",2
"BDB-000050802",2
"BDB-000050805",2
"BDB-000050806",2
"BDB-000050816",1
"BDB-000050818",2
"BDB-000050819",2
"BDB-000050820",1
"BDB-000050829",1
"BDB-000050830",1
"BDB-000050836",1
"BDB-000050837",1
"BDB-000050838",1
"BDB-000050842",2
"BDB-000050844",1
"BDB-000050845",1
"BDB-000050846",1
"BDB-000050847",1
"BDB-000050848",1
"BDB-000050864",2
"BDB-000050865",2
"BDB-000050869",1
"BDB-000050871",2
"BDB-000050872",2
"BDB-000050879",1
"BDB-000050882",1
"BDB-000050884",2
"BDB-000050894",1
"BDB-000050906",2
"BDB-000050911",1
"BDB-000050914",2
"BDB-000050916",2
"BDB-000050929",1
"BDB-000050940",1
"BDB-000050942",1
"BDB-000050944",1
"BDB-000050946",1
"BDB-000050948",1
"BDB-000050952",2
"BDB-000050956",2
"BDB-000050957",2
"BDB-000050958",2
"BDB-000050964",1
"BDB-000050967",2
"BDB-000051131",2
"BDB-000051132",2
"BDB-000051133",2
"BDB-000051134",2
"BDB-000051136",2
"BDB-000051137",2
"BDB-000051138",2
"BDB-000051140",2
"BDB-000051141",2
"BDB-000051143",2
"BDB-000051144",2
"BDB-000051145",2
"BDB-000051146",2
"BDB-000051147",2
"BDB-000051149",2
"BDB-000051150",2
"BDB-000051151",2
"BDB-000051152",2
"BDB-000051155",2
"BDB-000051156",2
"BDB-000051162",1
"BDB-000051163",1
"BDB-000051166",1
"BDB-000051167",1
"BDB-000051168",1
"BDB-000051200",2
"BDB-000051219",2
"BDB-000051220",1
"BDB-000051225",2
"BDB-000051235",2
"BDB-000051242",2
"BDB-000051243",2
"BDB-000051244",2
"BDB-000051245",2
"BDB-000051248",2
"BDB-000051273",2
"BDB-000051337",2
"BDB-000051339",2
"BDB-000051354",2
"BDB-000051364",2
"BDB-000051367",2
"BDB-000051374",2
"BDB-000051385",1
"BDB-000051386",2
"BDB-000051387",2
"BDB-000051388",2
"BDB-000051400",2
"BDB-000051406",2
"BDB-000051416",2
"BDB-000051419",2
"BDB-000051427",2
"BDB-000051431",2
"BDB-000051445",2
"BDB-000051451",2
"BDB-000051470",2
"BDB-000051474",2
"BDB-000051498",1
"BDB-000051504",2
"BDB-000051507",2
"BDB-000051515",1
"BDB-000051516",2
"BDB-000051518",1
"BDB-000051521",2
"BDB-000051523",1
"BDB-000051524",1
"BDB-000051528",1
"BDB-000051529",1
"BDB-000051533",1
"BDB-000051534",2
"BDB-000051540",2
"BDB-000051541",1
"BDB-000051553",2
"BDB-000051560",2
"BDB-000051577",2
"BDB-000051591",1
"BDB-000051601",2
"BDB-000051603",2
"BDB-000051604",2
"BDB-000051715",2
"BDB-000051738",1
"BDB-000051753",1
"BDB-000051770",1
"BDB-000051818",2
"BDB-000051825",1
"BDB-000051857",2
"BDB-000051872",3
"BDB-000051884",2
"BDB-000051897",4
"BDB-000051920",2
"BDB-000051946",2
"BDB-000051956",1
"BDB-000051958",2
"BDB-000051960",2
"BDB-000051962",2
